matrix_taxon, vto, vto_label, ott_id
"Hybognathus nuchalis",VTO_0038716,"Hybognathus nuchalis",ott592056
"Hybognathus placitus",VTO_0038717,"Hybognathus placitus",ott231
"Hybognathus hayi",VTO_0038720,"Hybognathus hayi",ott739309
"Mylocheilus caurinus",VTO_0038723,"Mylocheilus caurinus",ott358395
"Clinostomus funduloides",VTO_0038725,"Clinostomus funduloides",ott290054
"Clinostomus elongatus",VTO_0038726,"Clinostomus elongatus",ott290055
"Exoglossum",VTO_0038729,"Exoglossum",ott435513
"Exoglossum laurae",VTO_0038730,"Exoglossum laurae",ott781537
"Exoglossum maxillingua",VTO_0038731,"Exoglossum maxillingua",ott411057
"Richardsonius balteatus",VTO_0038779,"Richardsonius balteatus",ott308529
"Richardsonius egregius",VTO_0038780,"Richardsonius egregius",ott308538
"Opsarichthys",VTO_0038781,"Opsariichthys",ott26751
"Opsariichthys uncirostris",VTO_0038788,"Opsariichthys uncirostris",ott26746
"Leuciscus leuciscus",VTO_0038809,"Leuciscus leuciscus",ott847071
"Leuciscus idus",VTO_0038812,"Leuciscus idus",ott41137
"Rhodeus sericeus",VTO_0038832,"Rhodeus sericeus",ott847082
"Acanthorhodeus atremius",VTO_0038836,"Rhodeus atremius",ott655300
"Rhodeus ocellatus",VTO_0038843,"Rhodeus ocellatus",ott887027
"Rasbora kalochroma",VTO_0038847,"Rasbora kalochroma",ott744589
"Rasbora kalbarensis",VTO_0038848,"Rasbora kalbarensis",ott744604
"Rasbora argyrotaenia",VTO_0038857,"Rasbora argyrotaenia",ott953577
"Rasbora steineri",VTO_0038859,"Rasbora steineri",ott1054713
"Rasbora pauciperforta",VTO_0038867,"Rasbora pauciperforata",ott753552
"Puntius semifasciolatus",VTO_0038970,"Puntius semifasciolatus",ott431956
"T. obscura",VTO_0083114,"Paracassina obscura",ott3619072
"Limnodynastes ornatus",VTO_0083434,"Platyplectrum ornatum",ott276278
"Platyplectrum ornatum",VTO_0083434,"Platyplectrum ornatum",ott276278
"Lepidobatrachus llanensis",VTO_0083482,"Lepidobatrachus llanensis",ott3620344
"Leptodactylus ocellatus",VTO_0083486,"Leptodactylus latrans",ott4948324
"Leptodactylus latinasus",VTO_0083503,"Leptodactylus latinasus",ott3619491
"Adenomera marmorata",VTO_0083531,"Adenomera marmorata",ott3619467
"Hylactophryne occidentalis",VTO_0083716,"Craugastor occidentalis",ott4132986
"Batrachylodes elegans",VTO_0083801,"Batrachylodes elegans",ott3618235
"Discodeles bufoniformis",VTO_0083806,"Discodeles bufoniformis",ott3618240
"Callulops (Asterophrys) doriae",VTO_0084008,"Callulops doriae",ott3618874
"Palaeobatrachus",VTO_0084108,"Palaeobatrachus",ott3620432
"Eopelobates",VTO_0084118,"Eopelobates",ott4132923
"Eodiscoglossus",VTO_0084130,"Eodiscoglossus",ott3620474
"Telmatobius scrocchii",VTO_0084184,"Telmatobius scrocchii",ott3620346
"Telmatobius jelskii",VTO_0084202,"Telmatobius jelskii",ott3620359
"Telmatobius schreiteri",VTO_0084206,"Telmatobius schreiteri",ott3620353
"Batrachophrynus",VTO_0084210,"Batrachophrynus",ott3620384
"Chelomophrynus",VTO_0084215,"Chelomophrynus",ott4133728
"Vancleavea campi",VTO_9000049,"Vancleavea campi",ott4129198
"Poposaurus gracilis holotype",VTO_9000203,"Poposaurus gracilis",ott4130207
"Poposaurus gracilis yale",VTO_9000203,"Poposaurus gracilis",ott4130207
"Hesperosuchus agilis",VTO_9000204,"Hesperosuchus agilis",ott4129988
"CM 73372",VTO_9000205,"Postosuchus kirkpatricki",ott4132214
"Postosuchus kirkpatricki",VTO_9000205,"Postosuchus kirkpatricki",ott4132214
"Pseudopalatus pristinus",VTO_9000216,"Pseudopalatus pristinus",ott4128957
"Pucapampella",VTO_9000326,"Pucapumpella",ott?
"Arthrodires",VTO_9000330,"Arthrodiriformes",ott?
"Ptyctodontida",VTO_9000331,"Ptyctodontiformes",ott?
"ptyctodontids",VTO_9000331,"Ptyctodontiformes",ott?
"Titanophoneuspotens",VTO_9000394,"Titanophoneus potens",ott4129636
"Petalichthyida",VTO_9000396,"Petalichthyiformes",ott?
"petalichthyids",VTO_9000396,"Petalichthyiformes",ott?
"Rhenanida",VTO_9000402,"Rhenaniformes",ott?
"rhenanids",VTO_9000402,"Rhenaniformes",ott?
"acanthothoracids",VTO_9000404,"Acanthothoraciformes",ott?
"Acanthothoraci",VTO_9000404,"Acanthothoraciformes",ott?
"Wuttagoonaspis",VTO_9000425,"Wuttagoonaspis",ott4140214
"Microphon_exiguus",VTO_9000662,"Microphon exiguus",ott4127829
"Brachydectes",VTO_9000666,"Brachydectes",ott6159058
"Brachydectes elongatus / newberryi",VTO_9000666,"Brachydectes",ott6159058
"Brachydectese_longatus/B.newberryi",VTO_9000666,"Brachydectes",ott6159058
"Lysorophia",VTO_9000666,"Brachydectes",ott6159058
"Balanerpeton",VTO_9000671,"Balanerpeton woodi",ott6159134
"Balanerpeton woodi",VTO_9000671,"Balanerpeton woodi",ott6159134
"Balanerpeton_woodi",VTO_9000671,"Balanerpeton woodi",ott6159134
"Promesacanthus",VTO_9000695,"Promesacanthus eppleri",ott6159897
"Parexus",VTO_9000698,"Parexus",ott4140900
"Capetus_palustris",VTO_9000702,"Capetus palustris",ott6159098
"Capetus palustris",VTO_9000702,"Capetus palustris",ott6159098
"Pterichthyodes",VTO_9000704,"Pterichthyodes",ott4949975
"Ptomacanthus",VTO_9000706,"Ptomacanthus anglicus",ott6160120
"Rhamphodopsis",VTO_9000707,"Rhamphodopsis",ott?
"Dendrerpeton confusum",VTO_9000708,"Dendrerpeton confusum",ott6159137
"Platyrhinops",VTO_9000719,"Platyrhinops lyelli",ott6158527
"Platyrhinops lyelli",VTO_9000719,"Platyrhinops lyelli",ott6158527
"Platyrhinops_lyelli",VTO_9000719,"Platyrhinops lyelli",ott6158527
"Lethiscus stocki",VTO_9000722,"Lethiscus stocki",ott6159288
"Lethiscus_stocki",VTO_9000722,"Lethiscus stocki",ott6159288
"Aistopoda",VTO_9000722,"Lethiscus stocki",ott6159288
"Megalocephalus pachycephalus",VTO_9000723,"Megalocephalus pachycephalus",ott6158551
"Megalocephalus_pachycephalus",VTO_9000723,"Megalocephalus pachycephalus",ott6158551
"Panderichthys rhombolepis",VTO_9000724,"Panderichthys rhombolepis",ott6142890
"Panderichthys_rhombolepis",VTO_9000724,"Panderichthys rhombolepis",ott6142890
"Panderichthys",VTO_9000724,"Panderichthys rhombolepis",ott6142890
"Panderichthyidae",VTO_9000724,"Panderichthys rhombolepis",ott6142890
  ,VTO_9000724,"Panderichthys rhombolepis",ott6142890
"Gephyrocharax chocoensis",VTO_0065049,"Gephyrocharax chocoensis",ott3624906
"Grundulus bogotensis",VTO_0065056,"Grundulus bogotensis",ott3625897
"Hysteronotus sp.",VTO_0065080,"Hysteronotus sp. (Weitzman and Menezes 1998)",ott?
"Hysteronotus megalostomus",VTO_0065081,"Hysteronotus megalostomus",ott3625922
"Triportheus sp.",VTO_0065086,"Triportheus sp. (Toledo-Piza 2000)",ott?
"Gnathocharax sp.",VTO_0065094,"Gnathocharax sp. (Toledo-Piza 2000)",ott?
"Cheirodontops geayi",VTO_0065095,"Cheirodontops geayi",ott3625898
"Phenacobrycon henni",VTO_0065097,"Phenacobrycon henni",ott3625911
"Hysteronotus hesperus",VTO_0065099,"Chrysobrycon hesperus",ott3625967
"Hysteronotus myersi",VTO_0065100,"Chrysobrycon myersi",ott3625948
"Tyttobrycon hamatus",VTO_0065102,"Tyttobrycon hamatus",ott3625925
"Tyttobrycon dorsimaculatus",VTO_0065104,"Tyttobrycon dorsimaculatus",ott3625926
"Tyttobrycon xeruini",VTO_0065105,"Tyttobrycon xeruini",ott3625924
"Bryconops sp.",VTO_0065116,"Bryconops sp. (Toledo-Piza 2007)",ott?
"Bryconops alburnoides",VTO_0065119,"Bryconops alburnoides",ott3624898
"Hyphessobrycon meridionalis",VTO_0065163,"Hyphessobrycon meridionalis",ott3625125
"Pseudopristella simulata",VTO_0065190,"Hyphessobrycon simulatus",ott3625154
"Hyphessobrycon sp.",VTO_0065203,"Hyphessobrycon sp. (Vari and Harold 2001)",ott?
"Piabarchus torrenticola",VTO_0065242,"Piabarchus torrenticola",ott3625580
"Glandulocauda melanopleura",VTO_0065352,"Glandulocauda melanopleura",ott5845961
"Mimagoniates sylvicola",VTO_0065353,"Mimagoniates sylvicola",ott3624919
"Mimagoniates barberi",VTO_0065355,"Mimagoniates barberi",ott3624917
"Othonocheirodus eigenmanni",VTO_0065358,"Othonocheirodus eigenmanni",ott3625862
"Roeboides sp.",VTO_0065362,"Roeboides sp. (Toledo-Piza 2000)",ott?
"Roeboides affinis",VTO_0065368,"Roeboides affinis",ott1044720
"Roeboides prognatus",VTO_0065368,"Roeboides affinis",ott1044720
"Roeboides sp. B",VTO_0065373,"Roeboides sp. B (Lucena and Menezes 1998)",ott?
"Roeboides sp. A",VTO_0065374,"Roeboides sp. A (Lucena and Menezes 1998)",ott?
"Mixobrycon ribeiroi",VTO_0065377,"Mixobrycon ribeiroi",ott3625857
"Moenkhausia cotinho",VTO_0065407,"Moenkhausia cotinho",ott3625275
"Iotabrycon praecox",VTO_0065441,"Iotabrycon praecox",ott3625838
"Planaltina sp",VTO_0065443,"Planaltina sp. (Burns et al 1995)",ott?
"Oligosarcus argenteus",VTO_0065447,"Oligosarcus argenteus",ott3624801
"Thrissobrycon pectinifer",VTO_0065461,"Thrissobrycon pectinifer",ott3625959
"Atopomesus pachyodus",VTO_0065468,"Atopomesus pachyodus",ott3625985
"Creagrutus maxillaris",VTO_0065469,"Creagrutus maxillaris",ott3625051
"Creagrutus maracaiboensis",VTO_0065470,"Creagrutus maracaiboensis",ott3625057
"Creagrutus amoenus",VTO_0065471,"Creagrutus amoenus",ott3625018
"Creagrutus runa",VTO_0065472,"Creagrutus runa",ott3625023
"Creagrutus barrigai",VTO_0065473,"Creagrutus barrigai",ott3625034
"Creagrutus holmi",VTO_0065474,"Creagrutus holmi",ott3625017
"Creagrutus ungulus",VTO_0065475,"Creagrutus ungulus",ott3625002
"Creagrutus zephyrus",VTO_0065476,"Creagrutus zephyrus",ott3625019
"Creagrutus cochui",VTO_0065478,"Creagrutus cochui",ott3625001
"Creagrutus melasma",VTO_0065479,"Creagrutus melasma",ott3625054
"Creagrutus bolivari",VTO_0065480,"Creagrutus bolivari",ott3625009
"Creagrutus kunturus",VTO_0065481,"Creagrutus kunturus",ott3625015
"Creagrutus pearsoni",VTO_0065482,"Creagrutus pearsoni",ott3625024
"Creagrutus sp.",VTO_0065483,"Creagrutus sp. (Fink and Fink 1981)",ott?
"Creagrutus caucanus",VTO_0065484,"Creagrutus caucanus",ott3625007
"Creagrutus gephyrus",VTO_0065485,"Creagrutus gephyrus",ott3625025
"Creagrutus affinis",VTO_0065486,"Creagrutus affinis",ott3625031
"Creagrutus gracilis",VTO_0065487,"Creagrutus gracilis",ott3625000
"Creagrutus gyrospilus",VTO_0065488,"Creagrutus gyrospilus",ott3625040
"Creagrutus ephippiatus",VTO_0065489,"Creagrutus ephippiatus",ott3625061
"Creagrutus mucipu",VTO_0065490,"Creagrutus mucipu",ott3625035
"Creagrutus atratus",VTO_0065491,"Creagrutus atratus",ott3625026
"Creagrutus occidaneus",VTO_0065492,"Creagrutus occidaneus",ott3625043
"Creagrutus pila",VTO_0065494,"Creagrutus pila",ott3624997
"Creagrutus phasma",VTO_0065495,"Creagrutus phasma",ott3625050
"Creagrutus hysginus",VTO_0065496,"Creagrutus hysginus",ott3625044
"Creagrutus anary",VTO_0065498,"Creagrutus anary",ott3625036
"Creagrutus figueiredoi",VTO_0065499,"Creagrutus figueiredoi",ott3625008
"Creagrutus manu",VTO_0065500,"Creagrutus manu",ott3625048
"Creagrutus seductus",VTO_0065502,"Creagrutus seductus",ott3625029
"Creagrutus magdalenae",VTO_0065503,"Creagrutus magdalenae",ott3625022
"Creagrutus changae",VTO_0065505,"Creagrutus changae",ott3625021
"Creagrutus ouranonastes",VTO_0065506,"Creagrutus ouranonastes",ott3625011
"Creagrutus ortegai",VTO_0065507,"Creagrutus ortegai",ott3625053
"Creagrutus magoi",VTO_0065508,"Creagrutus magoi",ott3625020
"Creagrutus cracentis",VTO_0065510,"Creagrutus cracentis",ott3625052
"Creagrutus nigrostigmatus",VTO_0065511,"Creagrutus nigrostigmatus",ott3625004
"Creagrutus brevipinnis",VTO_0065512,"Creagrutus brevipinnis",ott3625028
"Creagrutus melanzonus",VTO_0065513,"Creagrutus melanzonus",ott3625047
"Creagrutus lassoi",VTO_0065514,"Creagrutus lassoi",ott3625032
"Creagrutus provenzanoi",VTO_0065515,"Creagrutus provenzanoi",ott3625003
"Creagrutus flavescens",VTO_0065516,"Creagrutus flavescens",ott3625014
"Creagrutus petilus",VTO_0065517,"Creagrutus petilus",ott3625037
"Creagrutus calai",VTO_0065518,"Creagrutus calai",ott3625016
"Creagrutus atrisignum",VTO_0065519,"Creagrutus atrisignum",ott3625006
"Creagrutus taphorni",VTO_0065523,"Creagrutus taphorni",ott3625046
"Creagrutus vexillapinnus",VTO_0065524,"Creagrutus vexillapinnus",ott3625012
"Creagrutus muelleri",VTO_0065525,"Creagrutus muelleri",ott3625045
"Creagrutus menezesi",VTO_0065526,"Creagrutus menezesi",ott3625038
  ,VTO_9001290,"Acanthostega gunnari",ott6158510
"Diceratosaurus",VTO_9001324,"Diceratosaurus brevirostris",ott6159272
"Diceratosaurus brevirostris",VTO_9001324,"Diceratosaurus brevirostris",ott6159272
"Diceratosaurus_brevirostris",VTO_9001324,"Diceratosaurus brevirostris",ott6159272
"Phlegethontia linearis",VTO_9028514,"Phlegethontia linearis",ott6159358
"Phlegethontia_linearis",VTO_9028514,"Phlegethontia linearis",ott6159358
"Eomaia scansoria",VTO_9028566,"Eomaia scansoria",ott3615511
"Concornis",VTO_9028587,"Concornis lacustris",ott3604977
"Concornis lacustris",VTO_9028587,"Concornis lacustris",ott3604977
"Neuquenornis",VTO_9028597,"Neuquenornis volans",ott3602822
"Neuquenornis volans",VTO_9028597,"Neuquenornis volans",ott3602822
"Onychonycteris finneyi",VTO_9029041,"Onychonycteris finneyi",ott3614207
"rajoids",VTO_9029052,"Rajoidei",ott?
"Dimorphodon macronyx",VTO_9029104,"Dimorphodon macronyx",ott4128994
"Wawelia",VTO_9029295,"Wawelia gerholdi",ott6158687
"Ymeria",VTO_9029302,"Ymeria denticulata",ott6159266
"Eoxenopoides reuningi",VTO_9029398,"Eoxenopoides reuningi",ott6158987
"Eoxenopoides",VTO_9029398,"Eoxenopoides reuningi",ott6158987
"Saltenia",VTO_9029400,"Saltenia ibanezi",ott6158988
"Stagonolepis robertsoni",VTO_9029450,"Stagonolepis robertsoni",ott4128044
"Fasolasuchus tenax",VTO_9029452,"Fasolasuchus tenax",ott3606096
"Lotosaurus adentus",VTO_9029456,"Lotosaurus adentus",ott4127690
"Saurosuchus galilei",VTO_9029471,"Saurosuchus galilei",ott4127580
"Ticinosuchus ferox",VTO_9029488,"Ticinosuchus ferox",ott3606067
"Eocaecilia",VTO_9029498,"Eocaecilia micropodia",ott6159243
"Eocaecilia micropoda",VTO_9029498,"Eocaecilia micropodia",ott6159243
"Eocaecilia_micropoda",VTO_9029498,"Eocaecilia micropodia",ott6159243
"Archaeotherium mortoni",VTO_9029517,"Archaeotherium mortoni",ott4944931
"Sphenosuchus acutus",VTO_9029620,"Sphenosuchus acutus",ott4127613
"Enchodus petrosus",VTO_9029645,"Enchodus petrosus",ott4949540
"'""Syntarsus"" k.'",VTO_9029828,"Coelophysis kayentakatae",ott4947023
"Plateosaurus engelhardti",VTO_9029845,"Plateosaurus engelhardti",ott4946928
"Polonosuchus silesiacus",VTO_9029920,"Polonosuchus silesiacus",ott6149727
"Stethacanthus altonensis",VTO_9029943,"Stethacanthus altonensis",ott6160196
"Notobatrachus_degiustoi",VTO_9029956,"Notobatrachus degiustoi",ott6373092
"Notobatrachus degiustoi",VTO_9029956,"Notobatrachus degiustoi",ott6373092
"Vieraella",VTO_9029979,"Vieraella herbstii",ott6158605
"Vieraella herbstii",VTO_9029979,"Vieraella herbstii",ott6158605
"Chondrenchelys",VTO_9029992,"Chondrenchelys problematica",ott6139037
"Harpagofututor volsellorhinus",VTO_9029996,"Harpagofututor volsellorhinus",ott6139038
"Damocles",VTO_9030086,"Damocles",ott4140088
"Apheliscus insidiosus",VTO_9030094,"Apheliscus insidiosus",ott4945610
"Mesophryne",VTO_9030129,"Mesophryne beipiaoensis",ott?
"Cladoselache",VTO_9030214,"Cladoselache clarki",ott6139045
"Eurycephalella alcinae",VTO_9030270,"Eurycephalella alcinae",ott6158581
"Arariphrynus placidoi",VTO_9030272,"Arariphrynus placidoi",ott6158572
"Aetosaurus ferratus",VTO_9030400,"Aetosaurus ferratus",ott6148467
"Erythrosuchus africanus",VTO_9030432,"Erythrosuchus africanus",ott6149020
"Loganellia scotica",VTO_9030572,"Loganellia scotica",ott6177136
"Triadobatrachus",VTO_9030624,"Triadobatrachus massinoti",ott6159371
"Triadobatrachus massinoti",VTO_9030624,"Triadobatrachus massinoti",ott6159371
"Triadobatrachus_massinoti",VTO_9030624,"Triadobatrachus massinoti",ott6159371
"Triadobatrachidae",VTO_9030627,"Triadobatrachidae",ott3620462
"Prosalirus",VTO_9030628,"Prosalirus bitis",ott6158911
"Regalerpeton",VTO_9030659,"Regalerpeton weichangensis",ott6376246
"Macropelobates osborni",VTO_9030719,"Macropelobates osborni",ott6158978
"Guiyu",VTO_9030864,"Guiyu oneiros",ott4142108
"Coelurus fragilis",VTO_9030869,"Coelurus fragilis",ott?
"Panphagia",VTO_9031003,"Panphagia protos",ott4141097
"Pederpes_finneyae",VTO_9031042,"Pederpes finneyae",ott6159468
"Pederpes finneyae",VTO_9031042,"Pederpes finneyae",ott6159468
"Pederpes",VTO_9031042,"Pederpes finneyae",ott6159468
  ,VTO_9031042,"Pederpes finneyae",ott6159468
"Westlothiana lizziae",VTO_9031047,"Westlothiana lizziae",ott6159465
"Westlothiana_lizziae",VTO_9031047,"Westlothiana lizziae",ott6159465
"Westlothiana",VTO_9031047,"Westlothiana lizziae",ott6159465
  ,VTO_9031047,"Westlothiana lizziae",ott6159465
"Heterodontosaurus tucki",VTO_9031057,"Heterodontosaurus tucki",ott4126667
"Baptornis advenus",VTO_9031101,"Baptornis advenus",ott4132107
"Allosaurus fragilis",VTO_9031132,"Allosaurus fragilis",ott4127030
"Baurubatrachus",VTO_9031143,"Baurubatrachus pricei",ott3620466
"Laidleria",VTO_9031532,"Laidleria gracilis",ott6159390
"Euphanerops",VTO_9031550,"Euphanerops",ott?
"Kenichthys",VTO_9031588,"Kenichthys",ott?
"Didolodus multicuspis",VTO_9031636,"Didolodus multicuspis",ott6143288
"H. tuberilinguis",VTO_0004742,"Hyperolius tuberilinguis",ott165054
"Kassina",VTO_0004743,"Kassina",ott535794
"K. maculata",VTO_0004744,"Kassina maculata",ott535807
"K. s. argyreivittis",VTO_0004745,"Kassina senegalensis",ott535805
"K. senegalensis (Form 1)",VTO_0004745,"Kassina senegalensis",ott535805
"K. s. angeli",VTO_0004745,"Kassina senegalensis",ott535805
"K. s. uelensis",VTO_0004745,"Kassina senegalensis",ott535805
"K. s. somalica",VTO_0004745,"Kassina senegalensis",ott535805
"K. s. deserticola",VTO_0004745,"Kassina senegalensis",ott535805
"K. s. ovamboensis",VTO_0004745,"Kassina senegalensis",ott535805
"K. senegalensis",VTO_0004745,"Kassina senegalensis",ott535805
"K. s. ruandae",VTO_0004745,"Kassina senegalensis",ott535805
"Kassina senegalensis",VTO_0004745,"Kassina senegalensis",ott535805
"Cryptothylax greshofli",VTO_0004747,"Cryptothylax greshoffii",ott186185
"Afrixalus",VTO_0004752,"Afrixalus",ott652142
"A. fornasinn",VTO_0004758,"Afrixalus fornasini",ott750019
"Afrixalus fornasinii",VTO_0004758,"Afrixalus fornasini",ott750019
"A. dorsalis",VTO_0004763,"Afrixalus dorsalis",ott320882
"Acanthixalus spinosus",VTO_0004767,"Acanthixalus spinosus",ott532105
"H. rutenbergi",VTO_0004771,"Heterixalus rutenbergi",ott482601
"Heterixalus madagascariensis",VTO_0004782,"Heterixalus madagascariensis",ott709700
"Opisthothylax immaculatus",VTO_0004784,"Opisthothylax immaculatus",ott645884
"Opisthothylax",VTO_0004784,"Opisthothylax immaculatus",ott645884
"K. wealei",VTO_0004786,"Semnodactylus wealii",ott369244
"Breviceps mossambicus",VTO_0004819,"Breviceps mossambicus",ott404462
"Hemisus marmoratus",VTO_0004853,"Hemisus marmoratus",ott968537
"Dyscophus antongilii",VTO_0004975,"Dyscophus antongilii",ott1000561
"Phrynomantis",VTO_0004983,"Phrynomantis",ott828944
"Phrynomantis bifasciatus",VTO_0004987,"Phrynomantis bifasciatus",ott980667
"Ramanella variegates",VTO_0005064,"Ramanella variegata",ott178277
"Cophixalus cryptotympanum",VTO_0005157,"Cophixalus cryptotympanum",ott347796
"Dermatonotus muelleri",VTO_0005257,"Dermatonotus muelleri",ott186175
"Cycloramphus fuliginosus",VTO_0005301,"Cycloramphus fuliginosus",ott806522
"Cycloramphus boraceiensis",VTO_0005304,"Cycloramphus boraceiensis",ott254163
"Rhinoderma",VTO_0005305,"Rhinoderma",ott566945
"Rhiderma darwinii",VTO_0005306,"Rhinoderma darwinii",ott459017
"Zachaenus parvulus",VTO_0005308,"Zachaenus parvulus",ott272157
"Eupsophus calcaratus",VTO_0005317,"Eupsophus calcaratus",ott519521
"Eupsophus roseus",VTO_0005321,"Eupsophus roseus",ott438284
"Proceratophrys boiei",VTO_0005328,"Proceratophrys boiei",ott413994
"Alsodes gargola",VTO_0005349,"Alsodes gargola",ott570086
"Odontophrynus",VTO_0005364,"Odontophrynus",ott1083887
"Odontophrynus americanus",VTO_0005367,"Odontophrynus americanus",ott303903
"Thoropa miliaris",VTO_0005372,"Thoropa miliaris",ott1008742
"Allophryne",VTO_0005511,"Allophryne",ott57742
"Allophryne ruthveni",VTO_0005513,"Allophryne ruthveni",ott578648
"Ischnocnema quixensis",VTO_0005540,"Oreobates quixensis",ott415871
"Eleutherodactylus fenestratus",VTO_0005682,"Pristimantis fenestratus",ott732920
"Physalaemus",VTO_0005803,"Physalaemus",ott414579
"Physalaemus cuvieri",VTO_0005806,"Physalaemus cuvieri",ott642784
"Physalaemus biligonigerus",VTO_0005812,"Physalaemus biligonigerus",ott969939
"Pleurodema",VTO_0005829,"Pleurodema",ott1032369
"Pleurodema bufonina",VTO_0005831,"Pleurodema bufoninum",ott437126
"Pleurodema cinereum",VTO_0005844,"Pleurodema cinereum",ott506450
"Physalaemus pustulosus",VTO_0005853,"Engystomops pustulosus",ott262675
"Heleophryne purcelli",VTO_0005863,"Heleophryne purcelli",ott394256
"Heleophryne natalensis",VTO_0005866,"Hadromophryne natalensis",ott315705
"Colostethus talamancae",VTO_0005904,"Allobates talamancae",ott891109
"Colostethus inguinalis",VTO_0006033,"Colostethus inguinalis",ott1033934
"Litoria infrafrenata",VTO_0006418,"Litoria infrafrenata",ott992580
"Litoria lesueurii",VTO_0006445,"Litoria lesueurii",ott1071516
"Litoria (Cyclorana) australis",VTO_0006497,"Cyclorana australis",ott622248
