matrix_taxon, vto, vto_label, ott_id
"Gasteropelecus sternicla",VTO_0038530,"Gasteropelecus sternicla",ott514221
"Cynodontidae",VTO_0038537,"Cynodontidae",ott156795
"Roestes ogilviei",VTO_0038539,"Roestes ogilviei",ott575381
"Gilbertolus maracaiboensis",VTO_0038541,"Gilbertolus maracaiboensis",ott156792
"Distichodus maculatus",VTO_0038586,"Distichodus maculatus",ott293629
"Petulanos plicatus",VTO_0064713,"Petulanos plicatus",ott4139020
"Petulanos intermedius",VTO_0064714,"Petulanos intermedius",ott4139021
"Gnathodolus bidens",VTO_0064717,"Gnathodolus bidens",ott3625694
"Abramites sp.",VTO_0064718,"Abramites sp. (Fink and Fink 1981)",ott?
"Abramites hypselonotus",VTO_0064719,"Abramites hypselonotus",ott3625691
"Leporinus cf. friderici",VTO_0064729,"Leporinus cf. friderici (Sidlauskas and Vari 2008)",ott?
"Leporinus falcipinnis",VTO_0064744,"Leporinus falcipinnis",ott3625640
"Leporinus cf. niceforoi",VTO_0064748,"Leporinus cf. niceforoi (Sidlauskas and Vari 2008)",ott?
"Leporinus species",VTO_0064751,"Leporinus sp. (Sidlauskas and Vari 2008)",ott?
"Leporinus pellegrinii",VTO_0064759,"Leporinus pellegrinii",ott3625627
"Leporinus agassizi",VTO_0064760,"Leporinus agassizii",ott3625655
"Leporinus cf. fasciatus",VTO_0064769,"Leporinus cf. fasciatus (Sidlauskas and Vari 2008)",ott?
"Leporinus cf. moralesi",VTO_0064783,"Leporinus cf. moralesi (Sidlauskas and Vari 2008)",ott?
"Leporinus aripuanaensis",VTO_0064784,"Leporinus aripuanaensis",ott3625656
"Leporinus jatuncochi",VTO_0064785,"Leporinus jatuncochi",ott3625663
"Leporinus tigrinus",VTO_0064786,"Leporinus tigrinus",ott3625619
"Leporinus gomesi",VTO_0064788,"Leporinus gomesi",ott3625644
"Leporinus cf. ecuadorensis",VTO_0064795,"Leporinus cf. ecuadorensis (Sidlauskas and Vari 2008)",ott?
"Leporinus ortomaculatus",VTO_0064800,"Leporinus ortomaculatus",ott3625650
"Laemolyta proxima",VTO_0064804,"Laemolyta proxima",ott3625707
"Laemolyta taeniata",VTO_0064806,"Laemolyta taeniata",ott3625677
"Laemolyta species",VTO_0064807,"Laemolyta sp. (Sidlauskas and Vari 2008)",ott?
"Laemolyta orinocensis",VTO_0064808,"Laemolyta orinocensis",ott3625690
"Laemolyta garmani",VTO_0064809,"Laemolyta garmani",ott3625689
"Leporellus pictus",VTO_0064811,"Leporellus pictus",ott3625672
"Rhytiodus argenteofuscus",VTO_0064813,"Rhytiodus argenteofuscus",ott3625674
"Rhytiodus lauzannei",VTO_0064814,"Rhytiodus lauzannei",ott3625675
"Synaptolaemus cingulatus",VTO_0064817,"Synaptolaemus cingulatus",ott3625696
"Sartor elongatus",VTO_0064819,"Sartor elongatus",ott3625702
"Schizodon vittatus",VTO_0064822,"Schizodon vittatus",ott3625598
"Schizodon scotorhabdotus",VTO_0064823,"Schizodon scotorhabdotus",ott3625596
"Schizodon isognathus",VTO_0064829,"Schizodon isognathus",ott3625599
"Anostomoides laticeps",VTO_0064834,"Anostomoides laticeps",ott3625685
"Pseudanos trimaculatus",VTO_0064838,"Pseudanos trimaculatus",ott3625688
"Pseudanos irinae",VTO_0064839,"Pseudanos irinae",ott3625708
"Pseudanos winterbottomi",VTO_0064840,"Pseudanos winterbottomi",ott3625709
"Pseudanos gracilis",VTO_0064841,"Pseudanos gracilis",ott3625681
"Leporinus despaxi",VTO_0064843,"Hypomasticus despaxi",ott4139027
"Hypomasticus despaxi",VTO_0064843,"Hypomasticus despaxi",ott4139027
"Hypomasticus mormyrops",VTO_0064844,"Hypomasticus mormyrops",ott4139023
"Hypomasticus pachycheilus",VTO_0064845,"Hypomasticus pachycheilus",ott4139024
"Hypomasticus megalepis",VTO_0064847,"Hypomasticus megalepis",ott4139029
"Mesoborus sp.",VTO_0064853,"Mesoborus sp. (Fink and Fink 1981)",ott?
"Mesoborus sp.",VTO_0064854,"Mesoborus sp. (Vari 1995)",ott?
"Hemistichodus sp.",VTO_0064855,"Hemistichodus sp. (Vari 1995)",ott?
"Phago intermedius",VTO_0064862,"Phago intermedius",ott3624475
"Eugnathichthys sp.",VTO_0064865,"Eugnathichthys sp. (Vari 1995)",ott?
"Distichodus sp.",VTO_0064867,"Distichodus sp. (Sidlauskas and Vari 2008)",ott?
"Distichodus sp.",VTO_0064872,"Distichodus sp. (Vari 1995)",ott?
"Distichodus sp.",VTO_0064876,"Distichodus sp. (de Pinna 1993)",ott?
"Distichodus sp.",VTO_0064877,"Distichodus sp. (Fink and Fink 1981)",ott?
"Nannocharax seyboldi",VTO_0064886,"Nannocharax fasciatus",ott3624642
"Nannocharax intermedius",VTO_0064897,"Nannocharax intermedius",ott3624635
"Congocharax olbrechtsi",VTO_0064910,"Congocharax olbrechtsi",ott3625855
"Ichthyborus besse",VTO_0064911,"Ichthyborus besse",ott3624474
"Ichthyborus sp.",VTO_0064912,"Ichthyborus sp. (Fink and Fink 1981)",ott?
"Ichthyborus quadrilineatus",VTO_0064913,"Ichthyborus quadrilineatus",ott3624473
"Paradistichodus dimidiatus",VTO_0064923,"Paradistichodus dimidiatus",ott3625819
"Acestrorhynchus maculipinna",VTO_0064927,"Acestrorhynchus maculipinna",ott3624732
"Acestrorhynchus isalineae",VTO_0064928,"Acestrorhynchus isalineae",ott3624733
"Hemiodus sp.",VTO_0064936,"Hemiodus sp. (Fink and Fink 1981)",ott?
"Hemiodopsis microlepis",VTO_0064937,"Hemiodus microlepis",ott3624374
"Hemiodus notatus",VTO_0064938,"Hemiodus unimaculatus",ott3624377
"Hemiodus unimaculatus",VTO_0064938,"Hemiodus unimaculatus",ott3624377
"Hemiodus sp.",VTO_0064939,"Hemiodus sp. (Toledo-Piza 2000)",ott?
"Hemiodus semitaeniatus",VTO_0064940,"Hemiodus semitaeniatus",ott3624386
"Hemiodus quadrimaculatus",VTO_0064946,"Hemiodus quadrimaculatus",ott3624380
"Hemiodus ocellatus",VTO_0064947,"Hemiodus argenteus",ott3624389
"Anodus melanopogon",VTO_0064953,"Anodus elongatus",ott3624391
"Anodus elongatus",VTO_0064953,"Anodus elongatus",ott3624391
"Argonectes scapularis",VTO_0064955,"Argonectes longiceps",ott3624390
"Chalceus spilogyros",VTO_0064960,"Chalceus spilogyros",ott3624884
"Chalceus guaporensis",VTO_0064961,"Chalceus guaporensis",ott3624886
"Paradon caliensis",VTO_0064964,"Parodon caliensis",ott3624371
"Parodon suborbitalis",VTO_0064970,"Parodon suborbitalis",ott3624366
"Parodon guyanensis",VTO_0064971,"Parodon guyanensis",ott3624363
"Saccodon wagneri",VTO_0064974,"Saccodon wagneri",ott3625979
"Saccodon dariensis",VTO_0064976,"Saccodon dariensis",ott3625905
"Apareidon dariensis",VTO_0064976,"Saccodon dariensis",ott3625905
"Apareiodon sp.",VTO_0064979,"Apareiodon sp. (Fink and Fink 1981)",ott?
"Apareiodon piracicaba",VTO_0064984,"Apareiodon piracicabae",ott3624358
"Phenacogaster jancupa",VTO_0064993,"Phenacogaster jancupa",ott3624773
"Monotocheirodon pearsoni",VTO_0065002,"Monotocheirodon pearsoni",ott3625981
"Scopaeocharax rhinodus",VTO_0065005,"Scopaeocharax rhinodus",ott3625974
"Scopaeocharax atopodus",VTO_0065006,"Scopaeocharax atopodus",ott3625973
"Scopaeocharax sp",VTO_0065007,"Scopaeocharax sp. (Burns et al 1995)",ott?
"Attonitus bounites",VTO_0065009,"Attonitus bounites",ott3625893
"Rhoadsia altipinna",VTO_0065024,"Rhoadsia altipinna",ott3625978
"Crassigyrius",VTO_9000765,"Crassigyrinus scoticus",ott6159132
  ,VTO_9000765,"Crassigyrinus scoticus",ott6159132
"Colosteus scutellatus",VTO_9000766,"Colosteus scutellatus",ott6159126
"Colosteus_scutellatus",VTO_9000766,"Colosteus scutellatus",ott6159126
"Acherontiscus caledoniae",VTO_9000767,"Acherontiscus caledoniae",ott6158512
"Acherontiscus_caledoniae",VTO_9000767,"Acherontiscus caledoniae",ott6158512
"Acherontiscus",VTO_9000767,"Acherontiscus caledoniae",ott6158512
"Shenzousaurus",VTO_9021661,"Shenzhousaurus orientalis",ott4127226
"Shenzhousaurus orientalis",VTO_9021661,"Shenzhousaurus orientalis",ott4127226
"Rodhocetus balochistanensis",VTO_9021684,"Rodhocetus balochistanensis",ott4942547
"Artiocetus clavis",VTO_9021685,"Artiocetus clavis",ott4942565
"Sinornithomimus",VTO_9021699,"Sinornithomimus dongi",ott4129006
"Archegosaurus",VTO_9021969,"Archegosaurus decheni",ott4948522
"Densignathus",VTO_9022020,"Densignathus",ott4721422
"Rinchenia mongoliensis",VTO_9022031,"Rinchenia mongoliensis",ott4946643
"Metaxygnathus",VTO_9022046,"Metaxygnathus",ott3621223
"Segnosaurus galbinensis",VTO_9022142,"Segnosaurus galbinensis",ott4128379
"Achillobator giganticus",VTO_9022214,"Achillobator giganticus",ott4946116
"Erlikosaurus andrewsi",VTO_9022340,"Erlikosaurus andrewsi",ott4128377
"Anserimimus planinychus",VTO_9022345,"Anserimimus planinychus",ott4129020
"Harpymimus okladnikovi",VTO_9022347,"Harpymimus okladnikovi",ott4127015
"Riojasuchus tenuisceps",VTO_9022352,"Riojasuchus tenuisceps",ott4946237
"Ianthasaurushardestii",VTO_9022367,"Ianthasaurus hardestiorum",ott4129999
"Petrolacosaurus kansensis",VTO_9022368,"Petrolacosaurus kansensis",ott4130035
"Petrolacosaurus_kansensis",VTO_9022368,"Petrolacosaurus kansensis",ott4130035
"Cutleriawilmarthi",VTO_9022401,"Cutleria wilmarthi",ott4947311
"Pantylus",VTO_9022403,"Pantylus cordatus",ott3621352
"Pantylus cordatus",VTO_9022403,"Pantylus cordatus",ott3621352
"Pantylus_cordatus",VTO_9022403,"Pantylus cordatus",ott3621352
"Zalambdalestes lechei",VTO_9022418,"Zalambdalestes lechei",ott3607455
"Synapsida",VTO_9022752,"Synapsida",ott?
  ,VTO_9022989,"Sauripterus",ott6159504
"Heterostraci",VTO_9023366,"Heterostraci",ott?
"Anthracosauroidea",VTO_9023510,"Anthracosauroidea",ott?
"Morganucodontidae",VTO_9023997,"Morganucodontidae",ott3615231
"Biarmosuchia",VTO_9027666,"Biarmosuchia",ott?
"Nectridea",VTO_9028450,"Nectridea",ott?
"Halecomorphs",VTO_9030588,"Halecomorphi",ott?
"Whatcheeridae",VTO_9031049,"Whatcheeriidae",ott3621153
"Symmoriidae",VTO_9032487,"Symmoriidae",ott4141344
"Climatius",VTO_9033078,"Climatius",ott4143064
"Avimimus portentosus",VTO_9022460,"Avimimus portentosus",ott4126482
"Archaeopteryx",VTO_9022461,"Archaeopteryx lithographica",ott3604082
"Archaeopteryx litographica",VTO_9022461,"Archaeopteryx lithographica",ott3604082
"Oviraptor philoceratops",VTO_9022462,"Oviraptor philoceratops",ott4946651
"Ornitholestes",VTO_9022466,"Ornitholestes hermanni",ott4129653
"Ornitholestes hermanni",VTO_9022466,"Ornitholestes hermanni",ott4129653
"Coelophysis",VTO_9022478,"Coelophysis bauri",ott4947022
"Coelophysis bauri",VTO_9022478,"Coelophysis bauri",ott4947022
"Austroraptor cabazai",VTO_9022715,"Austroraptor cabazai",ott4946070
"Patagopteryx",VTO_9022733,"Patagopteryx deferrariisi",ott3601386
"Patagopteryx deferrariisi",VTO_9022733,"Patagopteryx deferrariisi",ott3601386
"Balaur bondoc",VTO_9022772,"Balaur bondoc",ott6150538
"Screbinodus",VTO_9022795,"Screbinodus",ott?
  ,VTO_9022795,"Screbinodus",ott?
"Diplodoselache",VTO_9022799,"Diplodoselache",ott?
"Harpacanthus",VTO_9022800,"Harpacanthus",ott?
"Medoevia",VTO_9022802,"Medoevia",ott?
"Traquairius spinosus",VTO_9022813,"Traquairius spinosus",ott6160244
"Traquairius agkistrocephalus",VTO_9022815,"Traquairius agkistrocephalus",ott6160242
"Vulcanobatrachus mandelai",VTO_9022816,"Vulcanobatrachus mandelai",ott3620453
"Traquairius nudus",VTO_9022819,"Traquairius nudus",ott6160243
"Echinochimaera meltoni",VTO_9022832,"Echinochimaera meltoni",ott6139706
"Echinochimaera snyderi",VTO_9022834,"Echinochimaera snyderi",ott6139707
"Bealbonn rogaire",VTO_9022859,"Bealbonn rogaire",ott6372630
"Srianta iarlais",VTO_9022860,"Srianta iarlais",ott6372635
"Srianta srianta",VTO_9022861,"Srianta srianta",ott6372636
"Srianta dawsoni",VTO_9022864,"Srianta dawsoni",ott6372634
"Euconodonta (relationships to or within the vertebrates still debated)",VTO_9022887,"Euconodonta",ott?
"Euphaneropidae",VTO_9022900,"Euphaneropidae",ott4144312
"Eryops megacephalus",VTO_9022908,"Eryops megacephalus",ott4948430
"Eryops_megacephalus",VTO_9022908,"Eryops megacephalus",ott4948430
"Aztecia",VTO_9022990,"Aztecia",ott?
  ,VTO_9022990,"Aztecia",ott?
"Gooloogongia",VTO_9022994,"Gooloogongia",ott?
  ,VTO_9022994,"Gooloogongia",ott?
"Tupilakosaurus",VTO_9023108,"Tupilakosaurus heilmani",ott6159451
"Tupilakosaurus wetlugensis",VTO_9023108,"Tupilakosaurus heilmani",ott6159451
"Ornithosuchia",VTO_9023112,"Ornithosuchia",ott?
"Myllokunmingiida",VTO_9023356,"Myllokunmingiida",ott?
"Cocomys lingchaensis",VTO_9023427,"Cocomys",ott4941428
"Proceratosaurus bradleyi",VTO_9023531,"Proceratosaurus bradleyi",ott4129365
"Coccocephalus wildi",VTO_9023597,"Coccocephalus wildi",ott?
"Micraroter",VTO_9009700,"Micraroter erythrogeios",ott4133802
"Micraroter erythrogeios",VTO_9009700,"Micraroter erythrogeios",ott4133802
"Micraroter_erythrogeios",VTO_9009700,"Micraroter erythrogeios",ott4133802
"Gobipteryx",VTO_9009752,"Gobipteryx minuta",ott4132137
"Gobipteryx minuta",VTO_9009752,"Gobipteryx minuta",ott4132137
"Hollanda",VTO_9009863,"Hollanda luceria",ott6150772
"Shenqiornis",VTO_9009864,"Shenqiornis mengi",ott6150697
"Captorhinus aguti",VTO_9009879,"Captorhinus aguti",ott4948135
"Captorhinus_aguti",VTO_9009879,"Captorhinus aguti",ott4948135
"Tersomius",VTO_9009883,"Tersomius texensis",ott4948607
"Trimerorhachis insignis",VTO_9009884,"Trimerorhachis insignis",ott4948630
"Trimerorhachis_insignis",VTO_9009884,"Trimerorhachis insignis",ott4948630
"Pengornis",VTO_9009886,"Pengornis houi",ott6155645
"Pengornis houi",VTO_9009886,"Pengornis houi",ott6155645
"Cardiocephalus sternbergi",VTO_9009890,"Cardiocephalus sternbergi",ott?
"Cardiocephalus_sternbergi",VTO_9009890,"Cardiocephalus sternbergi",ott?
"Biarmosuchustener",VTO_9010115,"Biarmosuchus",ott4128411
"Sphenacodonspp",VTO_9010133,"Sphenacodon",ott78408
"Casea",VTO_9010160,"Casea",ott4946150
"Elliotsmithia",VTO_9010166,"Elliotsmithia",ott4128076
"Onychoselache",VTO_9010496,"Onychoselache",ott?
"Lapillopsis",VTO_9010550,"Lapillopsis nana",ott3621270
"Batrachosuchus",VTO_9010565,"Batrachosuchus",ott4948618
"Hopleacanthus",VTO_9010625,"Hopleacanthus",ott4144520
"Xixiasaurus henanensis",VTO_9010663,"Xixiasaurus henanensis",ott6155719
"Uranolophus",VTO_9010782,"Uranolophus",ott?
"Griphognathus",VTO_9010794,"Griphognathus",ott?
"Dipterus",VTO_9010803,"Dipterus",ott4948663
"Carodnia vieirai",VTO_9010863,"Carodnia vieirai",ott6143204
"Netsepoye",VTO_9010897,"Netsepoye",ott4142912
"Squaloraja",VTO_9010908,"Squaloraja",ott6139728
"Belantsea",VTO_9010926,"Belantsea",ott4140799
"Ischyodus",VTO_9010939,"Ischyodus",ott3595491
"Diabolichthys",VTO_9010964,"Diabolepis",ott?
"Diabolepis",VTO_9010964,"Diabolepis",ott?
"Dipnorhynchus",VTO_9010965,"Dipnorhynchus",ott4145284
"Dipnorynchus",VTO_9010965,"Dipnorhynchus",ott4145284
"Kathemacanthus",VTO_9011017,"Kathemacanthus",ott?
"Ischnacanthida",VTO_9011026,"Ischnacanthida",ott?
"Doliodus",VTO_9011027,"Doliodus",ott?
"Pantelosaurussaxonicus",VTO_9011078,"Haptodus baylei",ott4130014
"Edaphosaurusboanerges",VTO_9011081,"Edaphosaurus boanerges",ott4130004
"Haptodusgarnettensis",VTO_9011083,"Haptodus garnettensis",ott4130015
"Edaphosaurusnovomexicanus",VTO_9011085,"Edaphosaurus novomexicanus",ott4130002
"Archaeothyrisflorensis",VTO_9011090,"Archaeothyris florensis",ott4127138
"Stereophallodonciscoensis",VTO_9011107,"Stereophallodon ciscoensis",ott4126978
"Aerosaurusgreenleeorum",VTO_9011117,"Aerosaurus greenleeorum",ott4129844
"Aerosauruswellesi",VTO_9011118,"Aerosaurus wellesi",ott4129843
"Glyptolepis",VTO_9011119,"Glyptolepis",ott4948687
"Mycterosauruslongiceps",VTO_9011120,"Mycterosaurus longiceps",ott4128062
"Basicranodonfortsillensis",VTO_9011120,"Mycterosaurus longiceps",ott4128062
"Diplocercides",VTO_9011134,"Diplocercides",ott4144863
"Ruthiromiaelcobriensis",VTO_9011138,"Ruthiromia elcobriensis",ott4128058
"Ectosteorhachis",VTO_9011140,"Ectosteorhachis",ott4144870
"Ennatosaurustecton",VTO_9011149,"Ennatosaurus tecton",ott4946135
"Cotylorhynchushancocki",VTO_9011162,"Cotylorhynchus hancocki",ott4946140
"Pelodosotis",VTO_9011175,"Pelodosotis elongatum",ott4133798
"Pelodosotis elongatum",VTO_9011175,"Pelodosotis elongatum",ott4133798
"Pelodosotis_elongatum",VTO_9011175,"Pelodosotis elongatum",ott4133798
"Menaspis",VTO_9011209,"Menaspis",ott3595492
  ,VTO_9011335,"Rhizodonta",ott?
"Myriacanthoidei (fossil)",VTO_9011437,"Myriacanthoidei",ott?
"Harpagofututor",VTO_9011457,"Harpagofututor",ott4141954
"Secodontosaurusobtusidens",VTO_9011491,"Secodontosaurus obtusidens",ott4126317
"Asilisaurus kongwe",VTO_9011513,"Asilisaurus kongwe",ott6148552
"Macropetalichthys",VTO_9011630,"Macropetalichthys",ott?
"Sauripterus",VTO_9011673,"Sauripterus taylori",ott6159507
  ,VTO_9011673,"Sauripterus taylori",ott6159507
"Lupeosauruskayi",VTO_9004371,"Luperosaurus kayi",ott?
"Glaucosaurusmegalops",VTO_9004373,"Glaucosaurus megalops",ott4126593
"Daspletosaurus",VTO_9004428,"Daspletosaurus",ott3595534
"Eodromaeus",VTO_9004686,"Eodromaeus murphi",ott6148993
"SAUROPODIFORMES",VTO_9004696,"Sauropodiformes",ott?
"Angelosaurusdolani",VTO_9004725,"Angelosaurus dolani",ott4946149
"Caseopsisagilis",VTO_9004726,"Caseopsis agilis",ott4946156
"Loganellia sulcata",VTO_9004733,"Loganellia sulcata",ott6177120
"Sinraptor dongi",VTO_9004757,"Sinraptor dongi",ott4129436
"Troodon formosus",VTO_9004831,"Troodon formosus",ott?
"COMPSOGNATHIDAE",VTO_9004857,"Compsognathidae",ott4126499
"Ichthyornis",VTO_9004865,"Ichthyornis dispar",ott3603278
"Ichthyornis dispar",VTO_9004865,"Ichthyornis dispar",ott3603278
"Dromaeosauridae",VTO_9004906,"Dromaeosauridae",ott4946052
"Pseudosuchia",VTO_9005116,"Pseudosuchia",ott?
"Dvinosaurus primus",VTO_9005155,"Dvinosaurus primus",ott4133892
"Icaronycteris index",VTO_9005202,"Icaronycteris index",ott3614203
"Zhangheotherium quinquecuspidens",VTO_9005238,"Zhangheotherium quinquecuspidens",ott4945546
"Ophiacodon",VTO_9005336,"Ophiacodon",ott4127147
"Ophiacodonspp",VTO_9005336,"Ophiacodon",ott4127147
"Raranimusdashankouensis",VTO_9005469,"Raranimus dashankouensis",ott6375604
"HETERODONTOSAURIDAE",VTO_9005597,"Heterodontosauridae",ott4126665
"Saurornitholestes langstoni",VTO_9005617,"Saurornitholestes langstoni",ott4946086
"Chirostenotes pergracilis",VTO_9005627,"Chirostenotes pergracilis",ott4126520
"Sinosauropteryx",VTO_9005632,"Sinosauropteryx prima",ott4126505
"Sinosauropteryx prima",VTO_9005632,"Sinosauropteryx prima",ott4126505
"Velociraptor",VTO_9005643,"Velociraptor mongoliensis",ott4946064
"Velociraptor mongoliensis",VTO_9005643,"Velociraptor mongoliensis",ott4946064
"Deinonychus antirrhopus",VTO_9005645,"Deinonychus antirrhopus",ott4946068
"Dromaeosaurus albertensis",VTO_9005649,"Dromaeosaurus albertensis",ott4946056
"Trematopidae",VTO_9005686,"Trematopidae",ott3621234
"Zhongornis",VTO_9005890,"Zhongornis haoae",ott4140827
"Xilousuchus sapingensis",VTO_9005999,"Xilousuchus sapingensis",ott6158463
"Saurornithoides mongoliensis",VTO_9006017,"Saurornithoides mongoliensis",ott4947120
"Saurichthys",VTO_9006056,"Saurichthys",ott4141980
"Protorosauria",VTO_9006134,"Protorosauria",ott?
"Proterochampsidae",VTO_9006231,"Proterochampsidae",ott4127229
"Erythrosuchidae",VTO_9006249,"Erythrosuchidae",ott4126953
"Proterosuchidae",VTO_9006269,"Proterosuchidae",ott4126962
"Protosuchus haughtoni",VTO_9006289,"Protosuchus haughtoni",ott6150181
"Amphibamidae",VTO_9006311,"Amphibamidae",ott4948596
"New_Amphibamid",VTO_9006312,"Georgenthalia clavinasica",ott4948605
"Prestosuchus",VTO_9006313,"Prestosuchus",ott3605971
"Kayentasuchus walkeri",VTO_9006338,"Kayentasuchus walkeri",ott6149249
"Litargosuchus leptorhynchus",VTO_9006340,"Litargosuchus leptorhynchus",ott6149324
"Trilophosaurus",VTO_9006349,"Trilophosaurus",ott4129903
"Rhynchosauria",VTO_9006350,"Rhynchosauria",ott35876
"Diademodon",VTO_9006360,"Diademodon tetragonus",ott6158387
  ,VTO_9006364,"Tristichopteridae",ott4141376
"Megalichthys",VTO_9006420,"Megalichthys",ott4144877
"Diplacanthus",VTO_9006435,"Diplacanthus",ott567543
"Coccosteus",VTO_9006475,"Coccosteus",ott4950116
"Cheirolepis",VTO_9006477,"Cheirolepis",ott4949652
"Cheirolepis n. sp. (Arratia and Cloutier 2004)",VTO_9006477,"Cheirolepis",ott4949652
"Cheiracanthus",VTO_9006478,"Cheiracanthus",ott4950017
"Batrachotomus kuperferzellensis",VTO_9006500,"Batrachotomus kupferzellensis",ott6148609
"Cimolichthys nephaholica",VTO_9006751,"Cimolichthys nepaholica",ott3629386
"Debeerius",VTO_9007196,"Debeerius",ott4145091
"Debeerius",VTO_9007202,"Debeerius ellefseni",ott6159579
"Yizhoubatrachus",VTO_9007300,"Yizhoubatrachus macilentus",ott?
"Phaneropleuron",VTO_9007375,"Phaneropleuron",ott4144707
"Paratarrasius hibbardi",VTO_9007395,"Paratarrasius hibbardi",ott6142557
"Proceramala montanensis",VTO_9007396,"Proceramala montanensis",ott6142643
"Aesopichthys erinaceus",VTO_9007398,"Aesopichthys erinaceus",ott6142268
"Ceratosaurus",VTO_9007484,"Ceratosaurus nasicornis",ott4127428
"Utaherpeton",VTO_9007548,"Utaherpeton franklini",ott6159464
"Loxommatidae",VTO_9007550,"Baphetidae",ott3620848
"Baphetidae",VTO_9007550,"Baphetidae",ott3620848
"Quasicaecilia",VTO_9007553,"Quasicaecilia texana",ott6159084
"Stegotretus",VTO_9007555,"Stegotretus agyrus",ott6375812
"Stegotretus agyrus",VTO_9007555,"Stegotretus agyrus",ott6375812
"Stegotretus_agyrus",VTO_9007555,"Stegotretus agyrus",ott6375812
"Cyranorhis bergeraci",VTO_9007557,"Cyranorhis bergeraci",ott6142710
"Wendyichthys dicksoni",VTO_9007560,"Wendyichthys dicksoni",ott6142723
"Keraterpeton galvani",VTO_9007565,"Keraterpeton galvani",ott6159277
"Keraterpeton_galvani",VTO_9007565,"Keraterpeton galvani",ott6159277
"Diplacanthidae",VTO_9007597,"Diplacanthidae",ott4950108
"Belonostomus sp.",VTO_0080337,"Belonostomus sp. (Arratia 1999)",ott?
"Belonostomus tenuirostris",VTO_0080338,"Belonostomus tenuirostris",ott4949667
"Belonostomus meunsteri",VTO_0080339,"Belonostomus meunsteri",ott?
"Aspidorhynchus ? lepturus",VTO_0080340,"Aspidorhynchus? lepturus",ott?
"Aspidorhynchidae ind.",VTO_0080341,"Aspidorhynchidae ind.",ott?
"Vinctifer comptoni",VTO_0080343,"Vinctifer comptoni",ott?
"Obaichthys",VTO_0080345,"Obaichthys",ott4140463
"Mesturus",VTO_0080347,"Mesturus",ott4140390
"Centroscymnus crepidator",VTO_0080406,"Centroscymnus crepidater",ott449809
"Pristis pristis",VTO_0080750,"Pristis pristis",ott3594619
"Chunerpeton",VTO_0080929,"Chunerpeton",ott3620515
"Pangerpeton",VTO_0080930,"Pangerpeton",ott6376243
"Regalerpeton",VTO_0080931,"Regalerpeton",ott6376245
"Jeholotriton",VTO_0080932,"Jeholotriton",ott3620650
"Iridotriton",VTO_0081064,"Iridotriton",ott3620676
"Seminobatrachus",VTO_0081065,"Seminobatrachus",ott6376247
"Batrachosauroididae",VTO_0081069,"Batrachosauroididae",ott3620655
"Liaoxitriton",VTO_0081091,"Liaoxitriton",ott3620675
"Kokartus",VTO_0081093,"Kokartus",ott4132704
"Karaurus",VTO_0081094,"Karaurus",ott3620667
"Marmorerpeton",VTO_0081095,"Marmorerpeton",ott3621285
"Valdotriton",VTO_0081096,"Valdotriton",ott3620654
"B.amabilis",VTO_0081294,"Rhinella amabilis",ott4133463
"B.rubropunctatus",VTO_0081320,"Rhinella rubropunctata",ott4133461
"Truebella tothastes",VTO_0081339,"Truebella tothastes",ott3619748
"Truebella skoptes",VTO_0081340,"Truebella skoptes",ott3619729
"B.blombergi",VTO_0081407,"Rhaebo blombergi",ott4133425
"Bufo chanchanensis",VTO_0081411,"Rhaebo caeruleostictus",ott4133423
"B.caeruleostictus",VTO_0081411,"Rhaebo caeruleostictus",ott4133423
"B.corynetes",VTO_0081436,"Nannophryne corynetes",ott3619519
"B.asper",VTO_0081569,"Phrynoidis aspera",ott335213
"Singidella",VTO_0081586,"Singidella",ott3617964
"X. tropicalis",VTO_0081587,"Xenopus tropicalis",ott940184
"X. epitropicalis",VTO_0081590,"Xenopus epitropicalis",ott1018410
"Pachycentrata",VTO_0081591,"Pachycentrata",ott3617959
"Eoxenopoides",VTO_0081593,"Eoxenopoides",ott4133746
"P. arrabali",VTO_0081596,"Pipa arrabali",ott3617955
"P. myersi",VTO_0081597,"Pipa myersi",ott3617954
"P. snethlageae",VTO_0081599,"Pipa snethlageae",ott3617956
"Llankibatrachus",VTO_0081601,"Llankibatrachus",ott3617963
"Saltenia",VTO_0081602,"Saltenia",ott4133745
"Thaumastosaurus",VTO_0081615,"Thaumastosaurus",ott6158313
"Hylodes asper",VTO_0081625,"Hylodes asper",ott3620277
"Hylodes lateristrigatus",VTO_0081632,"Hylodes lateristrigatus",ott3620271
"Crossodactylus gaudichaudi",VTO_0081645,"Crossodactylus gaudichaudii",ott3620262
"Crossodactylus dantei",VTO_0081646,"Crossodactylus dantei",ott3620264
"Thoropa lutzi",VTO_0081651,"Thoropa lutzi",ott3620294
"Cycloramphus semipalmatus",VTO_0081691,"Cycloramphus semipalmatus",ott3620317
"Pliobatrachus",VTO_0081693,"Pliobatrachus",ott?
"Phyllomedusa lemur",VTO_0081694,"Agalychnis lemur",ott263722
"Phyllomedusa vaillanti",VTO_0081703,"Phyllomedusa vaillantii",ott3620014
"Cordicephalus",VTO_0082142,"Cordicephalus",ott4948379
"Phrynobatrachus sulfureogularis",VTO_0082180,"Phrynobatrachus sulfureogularis",ott3618116
"M. montana",VTO_0082241,"Megophrys montana",ott3618013
"Pristimantis hucundo",VTO_0082560,"Pristimantis huicundo",ott4133037
