"matrix_taxon","vto","vto_label"
"Liaoningornis","http://purl.obolibrary.org/obo/VTO_9003160","Liaoningornis longidigitris"
"Liaoningornis longidigitrus","http://purl.obolibrary.org/obo/VTO_9003160","Liaoningornis longidigitris"
"Silesaurus opolensis","http://purl.obolibrary.org/obo/VTO_9003199","Silesaurus opolensis"
"Isodectes obtusus","http://purl.obolibrary.org/obo/VTO_9003242","Isodectes obtusus"
"Isodectes_obtusus","http://purl.obolibrary.org/obo/VTO_9003242","Isodectes obtusus"
"isodectes","http://purl.obolibrary.org/obo/VTO_9003242","Isodectes obtusus"
"Urodela","http://purl.obolibrary.org/obo/VTO_9003258","Urodela"
"Epidexipteryx hui","http://purl.obolibrary.org/obo/VTO_9003264","Epidexipteryx hui"
"Otogornis","http://purl.obolibrary.org/obo/VTO_9003267","Otogornis genghisi"
"Seymouria baylorensis","http://purl.obolibrary.org/obo/VTO_9003293","Seymouria baylorensis"
"Seymouria_baylorensis/S.sanjuanensis","http://purl.obolibrary.org/obo/VTO_9003293","Seymouria baylorensis"
"Seymouria","http://purl.obolibrary.org/obo/VTO_9003293","Seymouria baylorensis"
"Seymouria_baylorensis","http://purl.obolibrary.org/obo/VTO_9003293","Seymouria baylorensis"
"5-Xiongguanlong","http://purl.obolibrary.org/obo/VTO_9003301","Xiongguanlong baimoensis"
"Thelodonti","http://purl.obolibrary.org/obo/VTO_9003361","Thelodonti"
"Diplocaulus magnicornis","http://purl.obolibrary.org/obo/VTO_9003389","Diplocaulus magnicornis"
"Diplocaulus_magnicornis","http://purl.obolibrary.org/obo/VTO_9003389","Diplocaulus magnicornis"
"Trematops/Acheloma","http://purl.obolibrary.org/obo/VTO_9003390","Acheloma cumminsi"
"Acheloma cumminsi (= Trematops milleri )","http://purl.obolibrary.org/obo/VTO_9003390","Acheloma cumminsi"
"Acheloma_cumminsi","http://purl.obolibrary.org/obo/VTO_9003390","Acheloma cumminsi"
"Acheloma cumminsi","http://purl.obolibrary.org/obo/VTO_9003390","Acheloma cumminsi"
"Dromomeron romeri","http://purl.obolibrary.org/obo/VTO_9003391","Dromomeron romeri"
"Paramys delicatus","http://purl.obolibrary.org/obo/VTO_9003401","Paramys delicatus"
"Dromomeron gregorii","http://purl.obolibrary.org/obo/VTO_9003530","Dromomeron gregorii"
"Eoalulavis","http://purl.obolibrary.org/obo/VTO_9003564","Eoalulavis hoyasi"
"Iberomesornis","http://purl.obolibrary.org/obo/VTO_9003677","Iberomesornis romerali"
"Microvenator celer","http://purl.obolibrary.org/obo/VTO_9003719","Microvenator celer"
"Rhizodopsis","http://purl.obolibrary.org/obo/VTO_9004049","Rhizodopsis"
"Eocathayornis","http://purl.obolibrary.org/obo/VTO_9004077","Eocathayornis walkeri"
"Cathyaornis","http://purl.obolibrary.org/obo/VTO_9004078","Cathayornis"
"Cathayornis yandica","http://purl.obolibrary.org/obo/VTO_9004079","Cathayornis yandica"
"Chaoyangia","http://purl.obolibrary.org/obo/VTO_9004083","Chaoyangia beishanensis"
"Eoconfuciusornis","http://purl.obolibrary.org/obo/VTO_9004085","Eoconfuciusornis zhengi"
"Longipteryx","http://purl.obolibrary.org/obo/VTO_9004091","Longipteryx chaoyangensis"
"Proterogyrinus","http://purl.obolibrary.org/obo/VTO_9004112","Proterogyrinus scheelei"
"Proterogyrinus scheelei","http://purl.obolibrary.org/obo/VTO_9004112","Proterogyrinus scheelei"
"Proterogyrinus_scheelei","http://purl.obolibrary.org/obo/VTO_9004112","Proterogyrinus scheelei"
"Proterogyrius","http://purl.obolibrary.org/obo/VTO_9004112","Proterogyrinus scheelei"
"Archaeorhynchus","http://purl.obolibrary.org/obo/VTO_9004123","Archaeorhynchus spathula"
"Hamiltonichthys","http://purl.obolibrary.org/obo/VTO_9004129","Hamiltonichthys"
"Ambiortus","http://purl.obolibrary.org/obo/VTO_9004135","Ambiortus dementjevi"
"Hamiltonichthys","http://purl.obolibrary.org/obo/VTO_9004151","Hamiltonichthys mapesi"
"Rhadinosteus parvus","http://purl.obolibrary.org/obo/VTO_9004204","Rhadinosteus parvus"
"Microsauria","http://purl.obolibrary.org/obo/VTO_9004227","Microsauria"
  , "http://purl.obolibrary.org/obo/VTO_9004227","Microsauria"
"Parahesperornis","http://purl.obolibrary.org/obo/VTO_9004231","Parahesperornis alexi"
"Llistrofus","http://purl.obolibrary.org/obo/VTO_9004238","Llistrofus pricei"
"Cardiocephalus peabodyi","http://purl.obolibrary.org/obo/VTO_9004239","Cardiocephalus peabodyi"
"Cardiocephalus_peabodyi","http://purl.obolibrary.org/obo/VTO_9004239","Cardiocephalus peabodyi"
"Shielia taiti","http://purl.obolibrary.org/obo/VTO_9004246","Shielia taiti"
"Shielia parca","http://purl.obolibrary.org/obo/VTO_9004247","Shielia parca"
"Archipelepis bifurcata","http://purl.obolibrary.org/obo/VTO_9004248","Archipelepis bifurcata"
"Baptornis varneri","http://purl.obolibrary.org/obo/VTO_9004249","Baptornis varneri"
"Shielia gibba","http://purl.obolibrary.org/obo/VTO_9004250","Shielia gibba"
"Loganellia prolata","http://purl.obolibrary.org/obo/VTO_9004252","Loganellia prolata"
"Pseudolagosuchus majori","http://purl.obolibrary.org/obo/VTO_9004304","Pseudolagosuchus major"
"Echinerpetonintermedium","http://purl.obolibrary.org/obo/VTO_9004370","Echinerpeton intermedium"
"Chelomophrynus","http://purl.obolibrary.org/obo/VTO_9015214","Chelomophrynus bayi"
"Chelomophrynus bayi","http://purl.obolibrary.org/obo/VTO_9015214","Chelomophrynus bayi"
"Tianyuraptor ostromi","http://purl.obolibrary.org/obo/VTO_9015414","Tianyuraptor ostromi"
"Hesperonychus elizabethae","http://purl.obolibrary.org/obo/VTO_9015431","Hesperonychus elizabethae"
"Heteropetalus elegantulus","http://purl.obolibrary.org/obo/VTO_9015516","Heteropetalus elegantulus"
"Gregorius rexi","http://purl.obolibrary.org/obo/VTO_9015564","Gregorius rexi"
"Anchiornis huxleyi","http://purl.obolibrary.org/obo/VTO_9015591","Anchiornis huxleyi"
"Changchengornis","http://purl.obolibrary.org/obo/VTO_9015697","Changchengornis hengdaoziensis"
"Silurana","http://purl.obolibrary.org/obo/VTO_9015714","Silurana"
"Pangerpeton","http://purl.obolibrary.org/obo/VTO_9015725","Pangerpeton sinensis"
"Angelosaurusromeri","http://purl.obolibrary.org/obo/VTO_9015832","Angelosaurus romeri"
"Cotylorhynchusbransoni","http://purl.obolibrary.org/obo/VTO_9015844","Cotylorhynchus bransoni"
"Neusibatrachus","http://purl.obolibrary.org/obo/VTO_9015865","Neusibatrachus wilferti"
"Sphenacodontinae","http://purl.obolibrary.org/obo/VTO_9015969","Sphenacodontinae"
"Protungulatum donnae","http://purl.obolibrary.org/obo/VTO_9016007","Protungulatum donnae"
"Euantiarcha","http://purl.obolibrary.org/obo/VTO_9016143","Euantiarcha"
"Kujdanowiaspis","http://purl.obolibrary.org/obo/VTO_9016180","Kujdanowiaspis"
"Leptictis dakotensis","http://purl.obolibrary.org/obo/VTO_9016235","Leptictis dakotensis"
"Limenavis","http://purl.obolibrary.org/obo/VTO_9016319","Limenavis patagonica"
"Colosteidae","http://purl.obolibrary.org/obo/VTO_9016427","Colosteidae"
"Loxomma rankini","http://purl.obolibrary.org/obo/VTO_9016431","Loxomma"
"Jeholotriton","http://purl.obolibrary.org/obo/VTO_9016448","Jeholotriton paradoxus"
"Slaugenhopia texensis","http://purl.obolibrary.org/obo/VTO_9016582","Slaugenhopia"
"Trimerorhachis","http://purl.obolibrary.org/obo/VTO_9016583","Trimerorhachis"
"Eugyrinus wildi","http://purl.obolibrary.org/obo/VTO_9016589","Eugyrinus"
"Shuvosaurus inexpectatus","http://purl.obolibrary.org/obo/VTO_9016620","Shuvosaurus inexpectatus"
  , "http://purl.obolibrary.org/obo/VTO_9016708","Ophididae"
"Gracilisuchus stipanicicorum","http://purl.obolibrary.org/obo/VTO_9016863","Gracilisuchus stipanicicorum"
"Doleserpeton","http://purl.obolibrary.org/obo/VTO_9016903","Doleserpeton"
"Zatrachydidae","http://purl.obolibrary.org/obo/VTO_9016925","Zatracheidae"
"Limnomis delaneyi","http://purl.obolibrary.org/obo/VTO_9016927","Limnomis delaneyi"
"Platyoposaurus","http://purl.obolibrary.org/obo/VTO_9016937","Platyoposaurus"
"Howqualepis","http://purl.obolibrary.org/obo/VTO_9016952","Howqualepis rostridens"
"Howqualepsis","http://purl.obolibrary.org/obo/VTO_9016952","Howqualepis rostridens"
"Howqualepis rostridens","http://purl.obolibrary.org/obo/VTO_9016952","Howqualepis rostridens"
"Guildayichthys carnegiei","http://purl.obolibrary.org/obo/VTO_9016959","Guildayichthys carnegiei"
"Rhinesuchidae","http://purl.obolibrary.org/obo/VTO_9016960","Rhinesuchidae"
"Kalops monophrys","http://purl.obolibrary.org/obo/VTO_9016961","Kalops monophrys"
"Kentuckia","http://purl.obolibrary.org/obo/VTO_9016963","Kentuckia hlavini"
"Kentuckia hlavini","http://purl.obolibrary.org/obo/VTO_9016963","Kentuckia hlavini"
"Kalops diophrys","http://purl.obolibrary.org/obo/VTO_9016969","Kalops diophrys"
"Discoserra pectinodon","http://purl.obolibrary.org/obo/VTO_9016975","Discoserra pectinodon"
"Cheirolepis trailli","http://purl.obolibrary.org/obo/VTO_9016982","Cheirolepis trailli"
"Luzocephalus","http://purl.obolibrary.org/obo/VTO_9016983","Luzocephalus"
"Cheirolepis canadensis","http://purl.obolibrary.org/obo/VTO_9016984","Cheirolepis canadensis"
"Cheliderpeton","http://purl.obolibrary.org/obo/VTO_9016998","Cheliderpeton"
"Cheliderpeton latirostre","http://purl.obolibrary.org/obo/VTO_9016998","Cheliderpeton"
"Eryops","http://purl.obolibrary.org/obo/VTO_9017007","Eryops"
"eryops","http://purl.obolibrary.org/obo/VTO_9017007","Eryops"
"Tersomius","http://purl.obolibrary.org/obo/VTO_9017041","Tersomius"
"Elsornis","http://purl.obolibrary.org/obo/VTO_9017055","Elsornis keni"
"Chanaresuchus bonapartei","http://purl.obolibrary.org/obo/VTO_9017076","Chanaresuchus bonapartei"
"Amblypterus latus","http://purl.obolibrary.org/obo/VTO_9017164","Amblypterus latus"
"Dialipina salgueiroensis","http://purl.obolibrary.org/obo/VTO_9017167","Dialipina salgueiroensis"
"Dialipina markae","http://purl.obolibrary.org/obo/VTO_9017169","Dialipina markae"
"Pisanosaurus mertii","http://purl.obolibrary.org/obo/VTO_9017200","Pisanosaurus mertii"
"Oromycterdolesorum","http://purl.obolibrary.org/obo/VTO_9017260","Oromycter dolesorum"
"Capitosauridae","http://purl.obolibrary.org/obo/VTO_9017322","Mastodonsauridae"
"Trichasaurustexensis","http://purl.obolibrary.org/obo/VTO_9017337","Trichasaurus texensis"
"Rhytidosteidae","http://purl.obolibrary.org/obo/VTO_9017341","Rhytidosteidae"
"Pholiderpeton (= Eogyrinus) attheyi","http://purl.obolibrary.org/obo/VTO_9017436","Eogyrinus"
"Pelorocephalus","http://purl.obolibrary.org/obo/VTO_9017467","Pelorocephalus"
"4-Stokesosaurus","http://purl.obolibrary.org/obo/VTO_9017490","Stokesosaurus clevelandi"
"Trematosauridae","http://purl.obolibrary.org/obo/VTO_9017512","Trematosauridae"
"Mimia","http://purl.obolibrary.org/obo/VTO_9017542","Mimia toombsi"
"Mimia toombsi","http://purl.obolibrary.org/obo/VTO_9017542","Mimia toombsi"
"Moythomasia","http://purl.obolibrary.org/obo/VTO_9017544","Moythomasia nitida"
"Moythomasia nitida","http://purl.obolibrary.org/obo/VTO_9017544","Moythomasia nitida"
"Mesopoma planti","http://purl.obolibrary.org/obo/VTO_9017545","Mesopoma planti"
"Melanecta anneae","http://purl.obolibrary.org/obo/VTO_9017546","Melanecta anneae"
"Osorioichthys","http://purl.obolibrary.org/obo/VTO_9017568","Osorioichthys marginis"
"Osorioichthys marginis","http://purl.obolibrary.org/obo/VTO_9017568","Osorioichthys marginis"
"Novogonatodus kasantsevae","http://purl.obolibrary.org/obo/VTO_9017572","Novogonatodus kasantsevae"
"Paramblypterus decorus","http://purl.obolibrary.org/obo/VTO_9017588","Paramblypterus decorus"
"Tarrasius problematicus","http://purl.obolibrary.org/obo/VTO_9017592","Tarrasius problematicus"
"Tegeolepis clarki","http://purl.obolibrary.org/obo/VTO_9017599","Tegeolepis clarki"
"Micromelerpetontidae","http://purl.obolibrary.org/obo/VTO_9016899","Micromelerpetontidae"
"Edops craigi","http://purl.obolibrary.org/obo/VTO_9016994","Edops"
"Branchiosauridae","http://purl.obolibrary.org/obo/VTO_9017046","Branchiosauridae"
"Xenacanthus","http://purl.obolibrary.org/obo/VTO_9017216","Xenacanthus"
"Lithornis","http://purl.obolibrary.org/obo/VTO_9017300","Lithornis"
"Mastodonsaurus","http://purl.obolibrary.org/obo/VTO_9017328","Mastodonsaurus"
"Exaeretodon","http://purl.obolibrary.org/obo/VTO_9017399","Exaeretodon"
"Tritylodontidae","http://purl.obolibrary.org/obo/VTO_9017404","Tritylodontidae"
  , "http://purl.obolibrary.org/obo/VTO_9017443","Proterogyrinus"
"Pholiderpeton_attheyi","http://purl.obolibrary.org/obo/VTO_9017455","Pholiderpeton"
"Archeria","http://purl.obolibrary.org/obo/VTO_9017456","Archeria"
  , "http://purl.obolibrary.org/obo/VTO_9017456","Archeria"
"Plagiosauridae","http://purl.obolibrary.org/obo/VTO_9017472","Plagiosauridae"
"Dvinosaurus","http://purl.obolibrary.org/obo/VTO_9017495","Dvinosaurus"
"Gorgonopsia","http://purl.obolibrary.org/obo/VTO_9018461","Gorgonopsia"
"Captorhinidae","http://purl.obolibrary.org/obo/VTO_9019051","Captorhinidae"
"Procolophonidae","http://purl.obolibrary.org/obo/VTO_9019861","Procolophonidae"
"Aistopoda","http://purl.obolibrary.org/obo/VTO_9020315","Aistopoda"
"Sauropleura pectinata/scalaris","http://purl.obolibrary.org/obo/VTO_9020355","Sauropleura"
"Sauropleura","http://purl.obolibrary.org/obo/VTO_9020355","Sauropleura"
"Ptyonius","http://purl.obolibrary.org/obo/VTO_9020357","Ptyonius"
"Cardiocephalus","http://purl.obolibrary.org/obo/VTO_9020399","Cardiocephalus"
"Tuditanus","http://purl.obolibrary.org/obo/VTO_9020415","Tuditanus"
"Seymouria baylorensis/sanjuanensis","http://purl.obolibrary.org/obo/VTO_9020581","Seymouria"
"Brachystelechida","http://purl.obolibrary.org/obo/VTO_9021172","Brachystelechidae"
"Brachystelechidae","http://purl.obolibrary.org/obo/VTO_9021172","Brachystelechidae"
"Adelospondyli","http://purl.obolibrary.org/obo/VTO_9021333","Adelospondylus"
"DINOSAUROMORPH_ANC","http://purl.obolibrary.org/obo/VTO_9021571","Dinosauromorpha"
"MANIRAPTORA","http://purl.obolibrary.org/obo/VTO_9022464","Maniraptora"
"ORNITHOMIMOSAURIA","http://purl.obolibrary.org/obo/VTO_9022471","Ornithomimosauria"
"Strepsodus","http://purl.obolibrary.org/obo/VTO_9022804","Strepsodus"
"Lepidosauromorpha","http://purl.obolibrary.org/obo/VTO_9022943","Lepidosauromorpha"
"Barameda","http://purl.obolibrary.org/obo/VTO_9022956","Barameda"
  , "http://purl.obolibrary.org/obo/VTO_9022988","Rhizodontidae"
"Conodonta","http://purl.obolibrary.org/obo/VTO_9024151","Conodonta"
"Neoselachii","http://purl.obolibrary.org/obo/VTO_9029120","Neoselachii"
"SILESAURIDAE","http://purl.obolibrary.org/obo/VTO_9030428","Silesauridae"
"Anaspida","http://purl.obolibrary.org/obo/VTO_9030507","Anaspida"
"Cimolichthys","http://purl.obolibrary.org/obo/VTO_9031435","Cimolichthys"
"Choristodera","http://purl.obolibrary.org/obo/VTO_9031593","Choristodera"
"Perleidus","http://purl.obolibrary.org/obo/VTO_9033528","Perleidus"
"Holoptychius","http://purl.obolibrary.org/obo/VTO_9033736","Holoptychius"
"Adasaurus mongoliensis","http://purl.obolibrary.org/obo/VTO_9009238","Adasaurus mongoliensis"
"Herrerasaurus","http://purl.obolibrary.org/obo/VTO_9009249","Herrerasaurus ischigualastensis"
"Herrerasaurus ischigualastensis","http://purl.obolibrary.org/obo/VTO_9009249","Herrerasaurus ischigualastensis"
"Staurikosaurus","http://purl.obolibrary.org/obo/VTO_9009250","Staurikosaurus pricei"
"Staurikosaurus pricei","http://purl.obolibrary.org/obo/VTO_9009250","Staurikosaurus pricei"
"Garudimimus brevipes","http://purl.obolibrary.org/obo/VTO_9009252","Garudimimus brevipes"
"Gallimimus bullatus","http://purl.obolibrary.org/obo/VTO_9009259","Gallimimus bullatus"
"Struthiomimus altus","http://purl.obolibrary.org/obo/VTO_9009262","Struthiomimus altus"
"Arizonasaurus babbitti","http://purl.obolibrary.org/obo/VTO_9009326","Arizonasaurus babbitti"
"Dibothrosuchus elaphros","http://purl.obolibrary.org/obo/VTO_9009415","Dibothrosuchus elaphros"
"Dendrerpeton","http://purl.obolibrary.org/obo/VTO_9009456","Dendrerpeton acadianum"
"Dendrerpeton acadianum","http://purl.obolibrary.org/obo/VTO_9009456","Dendrerpeton acadianum"
"Dendrerpeton_acadianum","http://purl.obolibrary.org/obo/VTO_9009456","Dendrerpeton acadianum"
"Dendrepteon","http://purl.obolibrary.org/obo/VTO_9009456","Dendrerpeton acadianum"
"Ianthodonschultzei","http://purl.obolibrary.org/obo/VTO_9009691","Ianthodon schultzei"
"Hapsidoparion","http://purl.obolibrary.org/obo/VTO_9009698","Hapsidopareion lepton"
"Hapsidopareion lepton","http://purl.obolibrary.org/obo/VTO_9009698","Hapsidopareion lepton"
"Hapsidopareion_lepton","http://purl.obolibrary.org/obo/VTO_9009698","Hapsidopareion lepton"
"Hapsidopareion","http://purl.obolibrary.org/obo/VTO_9009698","Hapsidopareion lepton"
"Jinfengopteryx elegans","http://purl.obolibrary.org/obo/VTO_9031687","Jinfengopteryx elegans"
"Efraasia minor","http://purl.obolibrary.org/obo/VTO_9031738","Efraasia minor"
"Iaceornis marshi","http://purl.obolibrary.org/obo/VTO_9032004","Iaceornis marshi"
"Protopteryx","http://purl.obolibrary.org/obo/VTO_9032047","Protopteryx fengningensis"
"Postosuchus alisonae","http://purl.obolibrary.org/obo/VTO_9032270","Postosuchus alisonae"
"Mandageria","http://purl.obolibrary.org/obo/VTO_9032336","Mandageria fairfaxi"
"Elkobatachus","http://purl.obolibrary.org/obo/VTO_9032341","Elkobatrachus brocki"
"Elkobatrachus","http://purl.obolibrary.org/obo/VTO_9032341","Elkobatrachus brocki"
"Marsdenichthys","http://purl.obolibrary.org/obo/VTO_9032346","Marsdenichthys longioccipitus"
"Gogonasus","http://purl.obolibrary.org/obo/VTO_9032353","Gogonasus andrewsae"
  , "http://purl.obolibrary.org/obo/VTO_9032353","Gogonasus andrewsae"
"Eusthenodon","http://purl.obolibrary.org/obo/VTO_9032360","Eusthenodon"
"Elginerpeton","http://purl.obolibrary.org/obo/VTO_9032383","Elginerpeton pancheni"
"Cobelodus","http://purl.obolibrary.org/obo/VTO_9032438","Cobelodus obliquus"
"Vegavis","http://purl.obolibrary.org/obo/VTO_9032578","Vegavis iaai"
"Tribosphenomys minutus","http://purl.obolibrary.org/obo/VTO_9032591","Tribosphenomys minutus"
"Perryella olsoni","http://purl.obolibrary.org/obo/VTO_9032787","Perryella olsoni"
"Ossinodus_pueri","http://purl.obolibrary.org/obo/VTO_9032794","Ossinodus pueri"
"Ossinodus pueri","http://purl.obolibrary.org/obo/VTO_9032794","Ossinodus pueri"
"Ossinodus","http://purl.obolibrary.org/obo/VTO_9032794","Ossinodus pueri"
"Qianosuchus mixtus","http://purl.obolibrary.org/obo/VTO_9032805","Qianosuchus mixtus"
"Platycephalichthys","http://purl.obolibrary.org/obo/VTO_9032995","Platycephalichthys"
"Siderops","http://purl.obolibrary.org/obo/VTO_9033012","Siderops kehli"
"Tristichopterus","http://purl.obolibrary.org/obo/VTO_9033017","Tristichopterus alatus"
"Xenobrachyops","http://purl.obolibrary.org/obo/VTO_9033026","Xenobrachyops allos"
"Keratobrachyops","http://purl.obolibrary.org/obo/VTO_9033030","Keratobrachyops australis"
"Undescribed Genus","http://purl.obolibrary.org/obo/VTO_9033046","Thabanchuia oomie"
"Thabanchuia oomie","http://purl.obolibrary.org/obo/VTO_9033046","Thabanchuia oomie"
"Spodichthys","http://purl.obolibrary.org/obo/VTO_9033057","Spodichthys buetleri"
"Climatius reticulatus","http://purl.obolibrary.org/obo/VTO_9033077","Climatius reticulatus"
"Myxinoidea (hagfishes)","http://purl.obolibrary.org/obo/VTO_9033135","Myxinoidea"
"Brachythoraci","http://purl.obolibrary.org/obo/VTO_9033155","Brachythoraci"
"Phenacodus intermedius","http://purl.obolibrary.org/obo/VTO_9033166","Phenacodus intermedius"
"Sillosuchus longicervix","http://purl.obolibrary.org/obo/VTO_9033202","Sillosuchus longicervix"
"Archipelepis turbinata","http://purl.obolibrary.org/obo/VTO_9033222","Archipelepis turbinata"
"Phlebolepis elegans","http://purl.obolibrary.org/obo/VTO_9033231","Phlebolepis elegans"
"Pezopallichthys ritchiei","http://purl.obolibrary.org/obo/VTO_9033236","Pezopallichthys ritchiei"
"Styloichthys","http://purl.obolibrary.org/obo/VTO_9033408","Styloichthys"
"Meemannia","http://purl.obolibrary.org/obo/VTO_9033435","Meemania"
  , "http://purl.obolibrary.org/obo/VTO_9033737","Porolepiformes"
"Apsaravis","http://purl.obolibrary.org/obo/VTO_9033754","Apsaravis ukhaana"
"Apsaravis ukhaana","http://purl.obolibrary.org/obo/VTO_9033754","Apsaravis ukhaana"
"2-Dilong","http://purl.obolibrary.org/obo/VTO_9033840","Dilong paradoxus"
"Dilong paradoxus","http://purl.obolibrary.org/obo/VTO_9033840","Dilong paradoxus"
"Vulpavus profectus","http://purl.obolibrary.org/obo/VTO_9033866","Vulpavus profectus"
"Sacisaurus agudoensis","http://purl.obolibrary.org/obo/VTO_9033867","Sacisaurus agudoensis"
"Vulpavus ovatus","http://purl.obolibrary.org/obo/VTO_9033872","Vulpavus ovatus"
"Pteronisculus","http://purl.obolibrary.org/obo/VTO_9033930","Pteronisculus"
"Pteronisculus sp.","http://purl.obolibrary.org/obo/VTO_9033930","Pteronisculus"
"Mesacanthus","http://purl.obolibrary.org/obo/VTO_9033946","Stegotrachelus"
"Stegotrachelus finlayi","http://purl.obolibrary.org/obo/VTO_9033946","Stegotrachelus"
"Ligulalepis","http://purl.obolibrary.org/obo/VTO_9033975","Ligulalepis"
"Lophosteus","http://purl.obolibrary.org/obo/VTO_9033976","Lophosteus"
"Graciliraptor lujiatunensis","http://purl.obolibrary.org/obo/VTO_9034094","Graciliraptor lujiatunensis"
"Zhongjianornis","http://purl.obolibrary.org/obo/VTO_9034144","Zhongjianornis yangi"
"Jinzhouornis zhangjiyingia","http://purl.obolibrary.org/obo/VTO_9034147","Jinzhouornis zhangjiyingia"
"Jianchangornis","http://purl.obolibrary.org/obo/VTO_9034151","Jianchangornis microdonta"
"Songlingornis","http://purl.obolibrary.org/obo/VTO_9034163","Songlingornis linghensis"
"Songlingornis linghensis","http://purl.obolibrary.org/obo/VTO_9034163","Songlingornis linghensis"
"Jixiangornis","http://purl.obolibrary.org/obo/VTO_9034278","Jixiangornis orientalis"
"Jixiangornis orientalis","http://purl.obolibrary.org/obo/VTO_9034278","Jixiangornis orientalis"
"Shenzhouraptor","http://purl.obolibrary.org/obo/VTO_9034348","Shenzhouraptor sinensis"
"Varanopsbrevirostris","http://purl.obolibrary.org/obo/VTO_9034427","Varanops brevirostris"
"Shanweiniao","http://purl.obolibrary.org/obo/VTO_9034455","Shanweiniao cooperorum"
"Canowindra","http://purl.obolibrary.org/obo/VTO_9034461","Canowindra grossi"
"Cladarosymblema","http://purl.obolibrary.org/obo/VTO_9034467","Cladarosymblema narrienense"
"Tinirau","http://purl.obolibrary.org/obo/VTO_9034469","Tinirau clackae"
"Cabonnichthys","http://purl.obolibrary.org/obo/VTO_9034475","Cabonnichthys burnsi"
"Ornithosuchus longidens","http://purl.obolibrary.org/obo/VTO_9034516","Ornithosuchus longidens"
"GENASAURIA","http://purl.obolibrary.org/obo/VTO_9034557","Genasauria"
"Hynerpeton","http://purl.obolibrary.org/obo/VTO_9046489","Hynerpeton bassetti"
  , "http://purl.obolibrary.org/obo/VTO_9046489","Hynerpeton bassetti"
"Sterropterygion","http://purl.obolibrary.org/obo/VTO_9046491","Sterropterygion brandei"
  , "http://purl.obolibrary.org/obo/VTO_9046540","Mastacembelus apectoralis"
"Phenacogrammus altus","http://purl.obolibrary.org/obo/VTO_0037801","Phenacogrammus altus"
"Bryconaethiops boulengeri","http://purl.obolibrary.org/obo/VTO_0037807","Bryconaethiops boulengeri"
"Brycinus bimaculatus","http://purl.obolibrary.org/obo/VTO_0037833","Alestes bimaculatus"
"Alestes liebrechtsii","http://purl.obolibrary.org/obo/VTO_0037839","Alestes liebrechtsii"
"Alestes dentex","http://purl.obolibrary.org/obo/VTO_0037840","Alestes dentex"
"Brachypetersius notospilus","http://purl.obolibrary.org/obo/VTO_0037844","Brachypetersius notospilus"
"Clupeocharax schoutedeni","http://purl.obolibrary.org/obo/VTO_0037847","Clupeocharax schoutedeni"
"Lepidarchus adonis","http://purl.obolibrary.org/obo/VTO_0037849","Lepidarchus adonis"
"Bathyaethiops caudomaculatus","http://purl.obolibrary.org/obo/VTO_0037860","Bathyaethiops caudomaculatus"
"Coptobrycon bilineatus","http://purl.obolibrary.org/obo/VTO_0037871","Coptobrycon bilineatus"
"Aphyocharacidium bolivianum","http://purl.obolibrary.org/obo/VTO_0037963","Aphyocharacidium bolivianum"
"Parecbasis cyclolepis","http://purl.obolibrary.org/obo/VTO_0037965","Parecbasis cyclolepis"
"Aphyodite grammica","http://purl.obolibrary.org/obo/VTO_0037967","Aphyodite grammica"
"Bracychalcinus copei","http://purl.obolibrary.org/obo/VTO_0037978","Brachychalcinus copei"
"Salminus hilarii","http://purl.obolibrary.org/obo/VTO_0037983","Salminus hilarii"
"Lignobrycon myersi","http://purl.obolibrary.org/obo/VTO_0037989","Lignobrycon myersi"
"Moojenichthys myersi","http://purl.obolibrary.org/obo/VTO_0037989","Lignobrycon myersi"
"Chalceus epakros","http://purl.obolibrary.org/obo/VTO_0037993","Chalceus epakros"
"Bryconops affinis","http://purl.obolibrary.org/obo/VTO_0038031","Bryconops affinis"
"Triportheus nematurus","http://purl.obolibrary.org/obo/VTO_0038036","Triportheus nematurus"
"Triportheus guentheri","http://purl.obolibrary.org/obo/VTO_0038039","Triportheus guentheri"
"Oligosarcus hepsetus","http://purl.obolibrary.org/obo/VTO_0038049","Oligosarcus hepsetus"
"Oligosarcus jenynsii","http://purl.obolibrary.org/obo/VTO_0038050","Oligosarcus jenynsii"
"Roeboides paranensis","http://purl.obolibrary.org/obo/VTO_0038055","Roeboides descalvadensis"
"Acestrocephalus sardina","http://purl.obolibrary.org/obo/VTO_0038064","Acestrocephalus sardina"
"Cynopotamus kincaidi","http://purl.obolibrary.org/obo/VTO_0038081","Cynopotamus kincaidi"
"Hoplocharax","http://purl.obolibrary.org/obo/VTO_0038084","Hoplocharax"
"Hoplocharax goethei","http://purl.obolibrary.org/obo/VTO_0038085","Hoplocharax goethei"
"Heterocharax macrolepis","http://purl.obolibrary.org/obo/VTO_0038087","Heterocharax macrolepis"
"New genus and species A","http://purl.obolibrary.org/obo/VTO_0038108","Kolpotocheirodon theloura"
"Heterocheirodon n. gen.","http://purl.obolibrary.org/obo/VTO_0038109","Heterocheirodon"
"Serrapinnus n. gen.","http://purl.obolibrary.org/obo/VTO_0038111","Serrapinnus"
"New genus and species B","http://purl.obolibrary.org/obo/VTO_0038118","Acinocheirodon melanogramma"
"Aphyocheirodon","http://purl.obolibrary.org/obo/VTO_0038120","Aphyocheirodon hemigrammus"
