"matrix_taxon","vto","vto_label"
"Ischnocnema quixensis","http://purl.obolibrary.org/obo/VTO_0005540","Oreobates quixensis"
"Eleutherodactylus fenestratus","http://purl.obolibrary.org/obo/VTO_0005682","Pristimantis fenestratus"
"Physalaemus","http://purl.obolibrary.org/obo/VTO_0005803","Physalaemus"
"Physalaemus cuvieri","http://purl.obolibrary.org/obo/VTO_0005806","Physalaemus cuvieri"
"Physalaemus biligonigerus","http://purl.obolibrary.org/obo/VTO_0005812","Physalaemus biligonigerus"
"Pleurodema","http://purl.obolibrary.org/obo/VTO_0005829","Pleurodema"
"Pleurodema bufonina","http://purl.obolibrary.org/obo/VTO_0005831","Pleurodema bufoninum"
"Pleurodema cinereum","http://purl.obolibrary.org/obo/VTO_0005844","Pleurodema cinereum"
"Physalaemus pustulosus","http://purl.obolibrary.org/obo/VTO_0005853","Engystomops pustulosus"
"Heleophryne purcelli","http://purl.obolibrary.org/obo/VTO_0005863","Heleophryne purcelli"
"Heleophryne natalensis","http://purl.obolibrary.org/obo/VTO_0005866","Hadromophryne natalensis"
"Colostethus talamancae","http://purl.obolibrary.org/obo/VTO_0005904","Allobates talamancae"
"Colostethus inguinalis","http://purl.obolibrary.org/obo/VTO_0006033","Colostethus inguinalis"
"Litoria infrafrenata","http://purl.obolibrary.org/obo/VTO_0006418","Litoria infrafrenata"
"Litoria lesueurii","http://purl.obolibrary.org/obo/VTO_0006445","Litoria lesueurii"
"Litoria (Cyclorana) australis","http://purl.obolibrary.org/obo/VTO_0006497","Cyclorana australis"
"Phyllomedusa","http://purl.obolibrary.org/obo/VTO_0006521","Phyllomedusa"
"Phyllomedusa sauvagii","http://purl.obolibrary.org/obo/VTO_0006528","Phyllomedusa sauvagii"
"Hypsiboas","http://purl.obolibrary.org/obo/VTO_0006613","Hypsiboas"
"Hyla andina","http://purl.obolibrary.org/obo/VTO_0006656","Hypsiboas riojanus"
"Hypsiboas andinus","http://purl.obolibrary.org/obo/VTO_0006656","Hypsiboas riojanus"
"Hyla lanciformis","http://purl.obolibrary.org/obo/VTO_0006671","Hypsiboas lanciformis"
"Dendrosophus","http://purl.obolibrary.org/obo/VTO_0006676","Dendropsophus"
"Hyla nana","http://purl.obolibrary.org/obo/VTO_0006727","Dendropsophus nanus"
"Scinax","http://purl.obolibrary.org/obo/VTO_0006733","Scinax"
"Scinax fuscovarius?","http://purl.obolibrary.org/obo/VTO_0006773","Scinax fuscovarius"
"Scinax nasicus","http://purl.obolibrary.org/obo/VTO_0006775","Scinax nasicus"
"Pseudis","http://purl.obolibrary.org/obo/VTO_0006777","Pseudis"
"Pseudis paradoxus","http://purl.obolibrary.org/obo/VTO_0006787","Pseudis paradoxa"
"Osteopilus septentrionalis","http://purl.obolibrary.org/obo/VTO_0006847","Osteopilus septentrionalis"
"Triprion petasatus","http://purl.obolibrary.org/obo/VTO_0006867","Triprion petasatus"
"Isthmohyla","http://purl.obolibrary.org/obo/VTO_0006883","Isthmohyla"
"Hyla rivularis","http://purl.obolibrary.org/obo/VTO_0006887","Isthmohyla rivularis"
"Hyla","http://purl.obolibrary.org/obo/VTO_0006916","Hyla"
"Hylodes phyllodes","http://purl.obolibrary.org/obo/VTO_0007065","Hylodes phyllodes"
"Hylodes perplicatus","http://purl.obolibrary.org/obo/VTO_0007066","Hylodes perplicatus"
"Hylodes sazimai","http://purl.obolibrary.org/obo/VTO_0007067","Hylodes sazimai"
"Hylodes meridionalis","http://purl.obolibrary.org/obo/VTO_0007068","Hylodes meridionalis"
"Hylodes ornatus","http://purl.obolibrary.org/obo/VTO_0007069","Hylodes ornatus"
"Hylodes dactylocinus","http://purl.obolibrary.org/obo/VTO_0007070","Hylodes dactylocinus"
"Hylodes nasus","http://purl.obolibrary.org/obo/VTO_0007071","Hylodes nasus"
"Megaelosia goeldii","http://purl.obolibrary.org/obo/VTO_0007073","Megaelosia goeldii"
"Crossodactylus caramaschii","http://purl.obolibrary.org/obo/VTO_0007075","Crossodactylus caramaschii"
"Crossodactylus schmidti","http://purl.obolibrary.org/obo/VTO_0007078","Crossodactylus schmidti"
"Pseudopimelodus raninus raninus","http://purl.obolibrary.org/obo/VTO_0035052","Batrochoglanis raninus"
"Pseudopimelodus raninus","http://purl.obolibrary.org/obo/VTO_0035052","Batrochoglanis raninus"
"Pseudopimelodus raninus villosus","http://purl.obolibrary.org/obo/VTO_0035054","Batrochoglanis villosus"
"Pseudopimelodus mangurus","http://purl.obolibrary.org/obo/VTO_0035058","Pseudopimelodus mangurus"
"Pseudopimelodus zungaro mangurus","http://purl.obolibrary.org/obo/VTO_0035058","Pseudopimelodus mangurus"
"Pseudopimelodus pulcher","http://purl.obolibrary.org/obo/VTO_0035059","Pseudopimelodus pulcher"
"Pseudopimelodus apurensis","http://purl.obolibrary.org/obo/VTO_0035070","Cephalosilurus apurensis"
"Lophiosilurus alexandri","http://purl.obolibrary.org/obo/VTO_0035072","Lophiosilurus alexandri"
"Lophiosilurus alexandrii","http://purl.obolibrary.org/obo/VTO_0035072","Lophiosilurus alexandri"
"Bagridae","http://purl.obolibrary.org/obo/VTO_0035073","Bagridae"
"Mystus wyckioides","http://purl.obolibrary.org/obo/VTO_0035083","Hemibagrus wyckioides"
"Liocassis siamensis","http://purl.obolibrary.org/obo/VTO_0035085","Pseudomystus siamensis"
"Leiocassis siamensis","http://purl.obolibrary.org/obo/VTO_0035085","Pseudomystus siamensis"
"Leiocassis stenomus","http://purl.obolibrary.org/obo/VTO_0035086","Pseudomystus stenomus"
"Bagrichthys macropterus","http://purl.obolibrary.org/obo/VTO_0035092","Bagrichthys macropterus"
"Pseudobagrus tokiensis","http://purl.obolibrary.org/obo/VTO_0035095","Pseudobagrus tokiensis"
"Pseudobagrus pratti","http://purl.obolibrary.org/obo/VTO_0035097","Pseudobagrus pratti"
"Pseudobagrus aurantiacus","http://purl.obolibrary.org/obo/VTO_0035098","Pseudobagrus aurantiacus"
"Bagrus docmak","http://purl.obolibrary.org/obo/VTO_0035111","Bagrus docmak"
"Horabagrus brachysoma","http://purl.obolibrary.org/obo/VTO_0035114","Horabagrus brachysoma"
"Aorichthys aor","http://purl.obolibrary.org/obo/VTO_0035137","Sperata aor"
"Mystus gulio","http://purl.obolibrary.org/obo/VTO_0035139","Mystus gulio"
"Mystus leucophlasis","http://purl.obolibrary.org/obo/VTO_0035140","Mystus leucophasis"
"Mystus tengara","http://purl.obolibrary.org/obo/VTO_0035147","Mystus tengara"
"Mystus vittatus","http://purl.obolibrary.org/obo/VTO_0035151","Mystus vittatus"
"Heterobagrus bocourti","http://purl.obolibrary.org/obo/VTO_0035153","Mystus bocourti"
"Leiocassis micropogon","http://purl.obolibrary.org/obo/VTO_0035161","Leiocassis micropogon"
"Leiocassis baramensis","http://purl.obolibrary.org/obo/VTO_0035165","Leiocassis poecilopterus"
"Leiocassis merabensis","http://purl.obolibrary.org/obo/VTO_0035165","Leiocassis poecilopterus"
"Leiocassis poecilopterus","http://purl.obolibrary.org/obo/VTO_0035165","Leiocassis poecilopterus"
"Auchenoglanis occidentalis","http://purl.obolibrary.org/obo/VTO_0035170","Auchenoglanis occidentalis"
"Pelteobagrus intermedius","http://purl.obolibrary.org/obo/VTO_0035174","Pelteobagrus intermedius"
"Pseudobagrus henryi","http://purl.obolibrary.org/obo/VTO_0035174","Pelteobagrus intermedius"
"Pseudobagrus intermedius","http://purl.obolibrary.org/obo/VTO_0035174","Pelteobagrus intermedius"
"Pseudobagrus eupogon","http://purl.obolibrary.org/obo/VTO_0035175","Pelteobagrus eupogon"
"Bathybagrus tetranema","http://purl.obolibrary.org/obo/VTO_0035178","Bathybagrus tetranema"
"Auchenoglanis ballayi","http://purl.obolibrary.org/obo/VTO_0035180","Parauchenoglanis balayi"
"Auchenoglanis balayi","http://purl.obolibrary.org/obo/VTO_0035180","Parauchenoglanis balayi"
"Phyllonemus typus","http://purl.obolibrary.org/obo/VTO_0035184","Phyllonemus typus"
"Batasio tengana","http://purl.obolibrary.org/obo/VTO_0035186","Batasio tengana"
"Batasio batasio","http://purl.obolibrary.org/obo/VTO_0035189","Batasio batasio"
"Lophibagrus brevispinis","http://purl.obolibrary.org/obo/VTO_0035193","Lophiobagrus brevispinis"
"Rheoglanis dendrophorus","http://purl.obolibrary.org/obo/VTO_0035195","Rheoglanis dendrophorus"
"Rita pavimentata","http://purl.obolibrary.org/obo/VTO_0035197","Rita gogra"
"Rita rita","http://purl.obolibrary.org/obo/VTO_0035198","Rita rita"
"Callicthyidae","http://purl.obolibrary.org/obo/VTO_0035199","Callichthyidae"
"Dianema longibarbis","http://purl.obolibrary.org/obo/VTO_0035444","Dianema longibarbis"
"Brochis multiradiatus","http://purl.obolibrary.org/obo/VTO_0035451","Brochis multiradiatus"
"Corydoras multiradiatus","http://purl.obolibrary.org/obo/VTO_0035451","Brochis multiradiatus"
"Cetopsidae","http://purl.obolibrary.org/obo/VTO_0035457","Cetopsidae"
"Hemicetopsis candiru","http://purl.obolibrary.org/obo/VTO_0035467","Cetopsis candiru"
"Cetopsis candiru","http://purl.obolibrary.org/obo/VTO_0035467","Cetopsis candiru"
"Cetopsis coecutiens","http://purl.obolibrary.org/obo/VTO_0035468","Cetopsis coecutiens"
"Chacidae","http://purl.obolibrary.org/obo/VTO_0035471","Chacidae"
"Chaca chaca","http://purl.obolibrary.org/obo/VTO_0035476","Chaca chaca"
"Chaca lophioides","http://purl.obolibrary.org/obo/VTO_0035476","Chaca chaca"
"Clariidae","http://purl.obolibrary.org/obo/VTO_0035477","Clariidae"
  , "http://purl.obolibrary.org/obo/VTO_0035477","Clariidae"
"Allabenchelys longicauda","http://purl.obolibrary.org/obo/VTO_0035479","Clariallabes longicauda"
"Clariallabes petricola","http://purl.obolibrary.org/obo/VTO_0035480","Clariallabes petricola"
"Gymnallabes typus","http://purl.obolibrary.org/obo/VTO_0035504","Gymnallabes typus"
"Synodus variegatus","http://purl.obolibrary.org/obo/VTO_0056213","Sargocentron tiere"
"Holocentrus","http://purl.obolibrary.org/obo/VTO_0056218","Holocentrus"
"Berycidae","http://purl.obolibrary.org/obo/VTO_0056229","Berycidae"
"Beryx splendens","http://purl.obolibrary.org/obo/VTO_0056231","Beryx splendens"
"Centroberyx","http://purl.obolibrary.org/obo/VTO_0056236","Centroberyx"
"Anomalopidae","http://purl.obolibrary.org/obo/VTO_0056278","Anomalopidae"
"Monocentridae","http://purl.obolibrary.org/obo/VTO_0056283","Monocentridae"
"Trachichthyidae","http://purl.obolibrary.org/obo/VTO_0056288","Trachichthyidae"
"Hoplostethus","http://purl.obolibrary.org/obo/VTO_0056291","Hoplostethus"
"Anoplogaster cornuta","http://purl.obolibrary.org/obo/VTO_0056312","Anoplogaster cornuta"
"Diretmidae","http://purl.obolibrary.org/obo/VTO_0056313","Diretmidae"
"Grammicolepididae","http://purl.obolibrary.org/obo/VTO_0056333","Grammicolepididae"
"Xenolepidichthys","http://purl.obolibrary.org/obo/VTO_0056334","Xenolepidichthys"
"Xenolepidichthys dalgleishi","http://purl.obolibrary.org/obo/VTO_0056335","Xenolepidichthys dalgleishi"
"Parazenidae","http://purl.obolibrary.org/obo/VTO_0056338","Parazenidae"
"Zeidae","http://purl.obolibrary.org/obo/VTO_0056346","Zeidae"
"Cyttus australis","http://purl.obolibrary.org/obo/VTO_0056348","Cyttus australis"
"Zeus faber","http://purl.obolibrary.org/obo/VTO_0056354","Zeus faber"
"Oreosomatidae","http://purl.obolibrary.org/obo/VTO_0056361","Oreosomatidae"
"Oreosoma atlanticum","http://purl.obolibrary.org/obo/VTO_0056363","Oreosoma atlanticum"
  , "http://purl.obolibrary.org/obo/VTO_0056375","Lophiiformes"
"Lophiidae","http://purl.obolibrary.org/obo/VTO_0056377","Lophiidae"
"Thaumatichthyidae","http://purl.obolibrary.org/obo/VTO_0056424","Thaumatichthyidae"
  , "http://purl.obolibrary.org/obo/VTO_0056424","Thaumatichthyidae"
"Neoceratiidae","http://purl.obolibrary.org/obo/VTO_0056429","Neoceratiidae"
  , "http://purl.obolibrary.org/obo/VTO_0056429","Neoceratiidae"
"Neoceratias spinifer","http://purl.obolibrary.org/obo/VTO_0056431","Neoceratias spinifer"
"Centrophrynidae","http://purl.obolibrary.org/obo/VTO_0056457","Centrophrynidae"
  , "http://purl.obolibrary.org/obo/VTO_0056457","Centrophrynidae"
"Diceratiidae","http://purl.obolibrary.org/obo/VTO_0056468","Diceratiidae"
  , "http://purl.obolibrary.org/obo/VTO_0056468","Diceratiidae"
"Brachionichthyidae","http://purl.obolibrary.org/obo/VTO_0056509","Brachionichthyidae"
  , "http://purl.obolibrary.org/obo/VTO_0056592","Gadiformes"
"Gadidae","http://purl.obolibrary.org/obo/VTO_0056593","Gadidae"
"Pollachius virens","http://purl.obolibrary.org/obo/VTO_0056604","Pollachius virens"
"Lotidae","http://purl.obolibrary.org/obo/VTO_0056640","Lotidae"
"Bregmacerotidae","http://purl.obolibrary.org/obo/VTO_0056706","Bregmacerotidae"
"Moridae","http://purl.obolibrary.org/obo/VTO_0056724","Moridae"
"Melanonidae","http://purl.obolibrary.org/obo/VTO_0056770","Melanonidae"
"Steindachneria argentea","http://purl.obolibrary.org/obo/VTO_0056777","Steindachneria argentea"
"Macruronus","http://purl.obolibrary.org/obo/VTO_0056779","Macruronus"
"Merluccius","http://purl.obolibrary.org/obo/VTO_0056782","Merluccius"
"Merluccius bilinearis","http://purl.obolibrary.org/obo/VTO_0056793","Merluccius bilinearis"
"Lyconus","http://purl.obolibrary.org/obo/VTO_0056797","Lyconus"
"Euclichthyidae","http://purl.obolibrary.org/obo/VTO_0056800","Euclichthyidae"
"Macrouridae","http://purl.obolibrary.org/obo/VTO_0056803","Macrouridae"
  , "http://purl.obolibrary.org/obo/VTO_0056803","Macrouridae"
"Sternopygus macrurus","http://purl.obolibrary.org/obo/VTO_0056887","Macrourus holotrachys"
"Muraenolepididae","http://purl.obolibrary.org/obo/VTO_0056938","Muraenolepididae"
  , "http://purl.obolibrary.org/obo/VTO_0056946","Percopsiformes"
"Percopsidae","http://purl.obolibrary.org/obo/VTO_0056948","Percopsidae"
"Percopsis","http://purl.obolibrary.org/obo/VTO_0056949","Percopsis"
"Percopsis omiscomaycus","http://purl.obolibrary.org/obo/VTO_0056950","Percopsis omiscomaycus"
"Aphredoderidae","http://purl.obolibrary.org/obo/VTO_0056953","Aphredoderidae"
"Aphredoderus sayanus","http://purl.obolibrary.org/obo/VTO_0056956","Aphredoderus sayanus"
"Amblyopsidae","http://purl.obolibrary.org/obo/VTO_0056957","Amblyopsidae"
  , "http://purl.obolibrary.org/obo/VTO_0056957","Amblyopsidae"
"Chologaster cornuta","http://purl.obolibrary.org/obo/VTO_0056970","Chologaster cornuta"
"Batrachoididae","http://purl.obolibrary.org/obo/VTO_0056977","Batrachoididae"
"Opsanus tau","http://purl.obolibrary.org/obo/VTO_0057008","Opsanus tau"
  , "http://purl.obolibrary.org/obo/VTO_0057041","Ophidiiformes"
"Echiodon","http://purl.obolibrary.org/obo/VTO_0057052","Echiodon"
"Ophidiidae","http://purl.obolibrary.org/obo/VTO_0057057","Ophidiidae"
"Lamprogrammus shcherbachevi","http://purl.obolibrary.org/obo/VTO_0057091","Lamprogrammus shcherbachevi"
"Petrotyx sanguineus","http://purl.obolibrary.org/obo/VTO_0057107","Petrotyx sanguineus"
"Stylephoridae","http://purl.obolibrary.org/obo/VTO_0057219","Stylephoridae"
"Stylephorus chordatus","http://purl.obolibrary.org/obo/VTO_0057221","Stylephorus chordatus"
"Trachipteridae","http://purl.obolibrary.org/obo/VTO_0057222","Trachipteridae"
  , "http://purl.obolibrary.org/obo/VTO_0057222","Trachipteridae"
"Desmodema lorum","http://purl.obolibrary.org/obo/VTO_0057229","Desmodema lorum"
"Veliferidae","http://purl.obolibrary.org/obo/VTO_0057232","Veliferidae"
"Velifer","http://purl.obolibrary.org/obo/VTO_0057233","Velifer"
"Metavelifer","http://purl.obolibrary.org/obo/VTO_0057235","Metavelifer"
"Regalecidae","http://purl.obolibrary.org/obo/VTO_0057237","Regalecidae"
"Lampris guttatus","http://purl.obolibrary.org/obo/VTO_0057245","Lampris guttatus"
"Lophotidae","http://purl.obolibrary.org/obo/VTO_0057246","Lophotidae"
  , "http://purl.obolibrary.org/obo/VTO_0057246","Lophotidae"
"Neoscopelidae","http://purl.obolibrary.org/obo/VTO_0057252","Neoscopelidae"
"Neoscopelus","http://purl.obolibrary.org/obo/VTO_0057257","Neoscopelus"
"Neoscopelus macrolepidotus","http://purl.obolibrary.org/obo/VTO_0057258","Neoscopelus macrolepidotus"
"Myctophidae","http://purl.obolibrary.org/obo/VTO_0057324","Myctophidae"
"Myctophum","http://purl.obolibrary.org/obo/VTO_0057368","Myctophum"
"Hygophum macrochir","http://purl.obolibrary.org/obo/VTO_0057410","Hygophum macrochir"
"Lampanyctus cuprarius","http://purl.obolibrary.org/obo/VTO_0057433","Nannobrachium cuprarium"
"Myctophum crenularis","http://purl.obolibrary.org/obo/VTO_0057444","Tarletonbeania crenularis"
  , "http://purl.obolibrary.org/obo/VTO_0057490","Aulopiformes"
"Paralepis coregonoides","http://purl.obolibrary.org/obo/VTO_0057501","Paralepis coregonoides"
"Paralepis atlantica","http://purl.obolibrary.org/obo/VTO_0057503","Magnisudis atlantica"
"Arctozenus rissoi","http://purl.obolibrary.org/obo/VTO_0057508","Arctozenus risso"
"Pholiderpeton scutigerum","http://purl.obolibrary.org/obo/VTO_9000725","Pholiderpeton scutigerum"
"Pholiderpeton_scutigerum","http://purl.obolibrary.org/obo/VTO_9000725","Pholiderpeton scutigerum"
"Pholiderpeton","http://purl.obolibrary.org/obo/VTO_9000725","Pholiderpeton scutigerum"
  , "http://purl.obolibrary.org/obo/VTO_9000725","Pholiderpeton scutigerum"
"Micromelerpeton credneri","http://purl.obolibrary.org/obo/VTO_9000726","Micromelerpeton credneri"
"Micromelerpeton_credneri","http://purl.obolibrary.org/obo/VTO_9000726","Micromelerpeton credneri"
"Neldasaurus wrightae","http://purl.obolibrary.org/obo/VTO_9000727","Neldasaurus wrightae"
"Neldasaurus_wrightae","http://purl.obolibrary.org/obo/VTO_9000727","Neldasaurus wrightae"
"Neldasaurus","http://purl.obolibrary.org/obo/VTO_9000727","Neldasaurus wrightae"
"Kotlassia prima","http://purl.obolibrary.org/obo/VTO_9000742","Kotlassia prima"
"Kotlassia_prima","http://purl.obolibrary.org/obo/VTO_9000742","Kotlassia prima"
"Kotlassia","http://purl.obolibrary.org/obo/VTO_9000742","Kotlassia prima"
"Leptorophus tener","http://purl.obolibrary.org/obo/VTO_9000744","Leptorophus tener"
"Leptorophus_tener","http://purl.obolibrary.org/obo/VTO_9000744","Leptorophus tener"
"Ecolsonia","http://purl.obolibrary.org/obo/VTO_9000745","Ecolsonia cutlerensis"
"Ecolsonia cutlerensis","http://purl.obolibrary.org/obo/VTO_9000745","Ecolsonia cutlerensis"
"Ecolsonia_cutlerensis","http://purl.obolibrary.org/obo/VTO_9000745","Ecolsonia cutlerensis"
"Eoherpeton watsoni","http://purl.obolibrary.org/obo/VTO_9000746","Eoherpeton watsoni"
"Eoherpeton_watsoni","http://purl.obolibrary.org/obo/VTO_9000746","Eoherpeton watsoni"
"Eoherepton","http://purl.obolibrary.org/obo/VTO_9000746","Eoherpeton watsoni"
"Eoherpeton","http://purl.obolibrary.org/obo/VTO_9000746","Eoherpeton watsoni"
  , "http://purl.obolibrary.org/obo/VTO_9000746","Eoherpeton watsoni"
"Eoscopus","http://purl.obolibrary.org/obo/VTO_9000747","Eoscopus lockardi"
"Eoscopus lockardi","http://purl.obolibrary.org/obo/VTO_9000747","Eoscopus lockardi"
"Eoscopus_lockardi","http://purl.obolibrary.org/obo/VTO_9000747","Eoscopus lockardi"
"Eucritta melanolimnetes","http://purl.obolibrary.org/obo/VTO_9000749","Eucritta melanolimnetes"
"Eucritta_melanolimnetes","http://purl.obolibrary.org/obo/VTO_9000749","Eucritta melanolimnetes"
"Eucritta","http://purl.obolibrary.org/obo/VTO_9000749","Eucritta melanolimnetes"
"Eusthenopteron foordi","http://purl.obolibrary.org/obo/VTO_9000751","Eusthenopteron foordi"
"Eusthenopteron_foordi","http://purl.obolibrary.org/obo/VTO_9000751","Eusthenopteron foordi"
"Eusthenopteron","http://purl.obolibrary.org/obo/VTO_9000751","Eusthenopteron foordi"
  , "http://purl.obolibrary.org/obo/VTO_9000751","Eusthenopteron foordi"
"Ichthyostega stensioei","http://purl.obolibrary.org/obo/VTO_9000752","Ichthyostega stensioei"
"Ichthyostega_stensioei","http://purl.obolibrary.org/obo/VTO_9000752","Ichthyostega stensioei"
"Ichthyostega","http://purl.obolibrary.org/obo/VTO_9000752","Ichthyostega stensioei"
  , "http://purl.obolibrary.org/obo/VTO_9000752","Ichthyostega stensioei"
