matrix_taxon, vto, ott_id
"Alestes liebrechtsii", VTO_0037839, ott443794
"Alestes dentex", VTO_0037840, ott125519
"Brachypetersius notospilus", VTO_0037844, ott803344
"Clupeocharax schoutedeni", VTO_0037847, ott857423
"Lepidarchus adonis", VTO_0037849, ott876478
"Bathyaethiops caudomaculatus", VTO_0037860, ott443761
"Coptobrycon bilineatus", VTO_0037871, ott782113
"Aphyocharacidium bolivianum", VTO_0037963, ott99472
"Parecbasis cyclolepis", VTO_0037965, ott54584
"Aphyodite grammica", VTO_0037967, ott99481
"Bracychalcinus copei", VTO_0037978, ott207941
"Salminus hilarii", VTO_0037983, ott180301
"Lignobrycon myersi", VTO_0037989, ott679928
"Moojenichthys myersi", VTO_0037989, ott679928
"Chalceus epakros", VTO_0037993, ott1044718
"Bryconops affinis", VTO_0038031, ott1044720
"Triportheus nematurus", VTO_0038036, ott48234
"Triportheus guentheri", VTO_0038039, ott817385
"Oligosarcus hepsetus", VTO_0038049, ott297563
"Oligosarcus jenynsii", VTO_0038050, ott453250
"Roeboides paranensis", VTO_0038055, ott1077236
"Acestrocephalus sardina", VTO_0038064, ott48215
"Cynopotamus kincaidi", VTO_0038081, ott568956
"Hoplocharax", VTO_0038084, ott106051
"Hoplocharax goethei", VTO_0038085, ott106049
"Heterocharax macrolepis", VTO_0038087, ott156784
"New genus and species A", VTO_0038108, ott106052
"Heterocheirodon n. gen.", VTO_0038109, ott156783
"Serrapinnus n. gen.", VTO_0038111, ott641495
"New genus and species B", VTO_0038118, ott673673
"Aphyocheirodon", VTO_0038120, ott1044702
"Aphyocheirodon hemigrammus", VTO_0038120, ott1044702
"Saccoderma melanostigma", VTO_0038124, ott575386
"Odontostilbe fugitiva", VTO_0038128, ott54581
"Cheirodon affinis", VTO_0038135, ott222407
"Pseudocheirodon arnoldi", VTO_0038135, ott222407
"Prodontocharax melanotus", VTO_0038138, ott435749
"Nanocheirodon n. gen.", VTO_0038140, ott679935
"Bryconella pallidifrons", VTO_0038155, ott207925
"Hollandichthys multifasciatus", VTO_0038158, ott491066
"Astyanax eigenmanniorum", VTO_0038177, ott251608
"Astyanax parahybae", VTO_0038219, ott872702
"Piabarchus analis", VTO_0038268, ott627459
"Megalamphodus uruguayensis", VTO_0038304, ott1029224
"Hyphessobrycon bifasciatus", VTO_0038313, ott297560
"Probolodus heterostomus", VTO_0038338, ott719847
"Creagrutus peruanus", VTO_0038355, ott568946
"Creagrutus paraguayensis", VTO_0038357, ott348320
"Creagrutus meridionalis", VTO_0038359, ott348322
"Agoniates anchovia", VTO_0038378, ott744026
"Agoniates halecinus", VTO_0038379, ott673669
"Leptagoniates steindachneri", VTO_0038387, ott106055
"Leptagoniates pi", VTO_0038388, ott577839
"Prionobrama paraguayensis", VTO_0038390, ott575365
"Prionobrama filigera", VTO_0038391, ott383021
"Paragoniates alburnus", VTO_0038393, ott54587
"Aphyocharax dentatus", VTO_0038402, ott13154
"Gephyrocharax atricaudatus", VTO_0038411, ott568963
"Tyttocharax madeirae", VTO_0038414, ott2705
"Pseudocorynopoma heterandria", VTO_0038417, ott514233
"Xenurobrycon pteropus", VTO_0038419, ott627467
"Planaltina myersi", VTO_0038423, ott942904
"Glandulocauda melanogenys", VTO_0038426, ott156790
"Phagoborus ornatus", VTO_0038445, ott909521
"Citharinus gibbosus", VTO_0038454, ott63496
"Boulengerella lateristriga", VTO_0038464, ott773580
"Prochilodus reticulatus", VTO_0038477, ott435762
"Steindachnerina elegans", VTO_0038503, ott942898
"Curimatella dorsalis", VTO_0038516, ott568950
"Curimata inornata", VTO_0038523, ott311449
"Gasteropelecus sternicla", VTO_0038530, ott514221
"Cynodontidae", VTO_0038537, ott156795
"Roestes ogilviei", VTO_0038539, ott575381
"Gilbertolus maracaiboensis", VTO_0038541, ott156792
"Distichodus maculatus", VTO_0038586, ott293629
"Petulanos plicatus", VTO_0064713, ott4139020
"Petulanos intermedius", VTO_0064714, ott4139021
"Gnathodolus bidens", VTO_0064717, ott3625694
"Abramites sp.", VTO_0064718, ott?
"Abramites hypselonotus", VTO_0064719, ott3625691
"Leporinus cf. friderici", VTO_0064729, ott?
"Leporinus falcipinnis", VTO_0064744, ott3625640
"Leporinus cf. niceforoi", VTO_0064748, ott?
"Leporinus species", VTO_0064751, ott?
"Leporinus pellegrinii", VTO_0064759, ott3625627
"Leporinus agassizi", VTO_0064760, ott3625655
"Leporinus cf. fasciatus", VTO_0064769, ott?
"Leporinus cf. moralesi", VTO_0064783, ott?
"Leporinus aripuanaensis", VTO_0064784, ott3625656
"Leporinus jatuncochi", VTO_0064785, ott3625663
"Leporinus tigrinus", VTO_0064786, ott3625619
"Leporinus gomesi", VTO_0064788, ott3625644
"Leporinus cf. ecuadorensis", VTO_0064795, ott?
"Leporinus ortomaculatus", VTO_0064800, ott3625650
"Laemolyta proxima", VTO_0064804, ott3625707
"Laemolyta taeniata", VTO_0064806, ott3625677
"Laemolyta species", VTO_0064807, ott?
"Laemolyta orinocensis", VTO_0064808, ott3625690
"Laemolyta garmani", VTO_0064809, ott3625689
"Leporellus pictus", VTO_0064811, ott3625672
"Rhytiodus argenteofuscus", VTO_0064813, ott3625674
"Rhytiodus lauzannei", VTO_0064814, ott3625675
"Synaptolaemus cingulatus", VTO_0064817, ott3625696
"Sartor elongatus", VTO_0064819, ott3625702
"Schizodon vittatus", VTO_0064822, ott3625598
"Schizodon scotorhabdotus", VTO_0064823, ott3625596
"Schizodon isognathus", VTO_0064829, ott3625599
"Anostomoides laticeps", VTO_0064834, ott3625685
"Pseudanos trimaculatus", VTO_0064838, ott3625688
"Pseudanos irinae", VTO_0064839, ott3625708
"Pseudanos winterbottomi", VTO_0064840, ott3625709
"Pseudanos gracilis", VTO_0064841, ott3625681
"Leporinus despaxi", VTO_0064843, ott4139027
"Hypomasticus despaxi", VTO_0064843, ott4139027
"Hypomasticus mormyrops", VTO_0064844, ott4139023
"Hypomasticus pachycheilus", VTO_0064845, ott4139024
"Hypomasticus megalepis", VTO_0064847, ott4139029
"Mesoborus sp.", VTO_0064853, ott?
"Mesoborus sp.", VTO_0064854, ott?
"Hemistichodus sp.", VTO_0064855, ott?
"Phago intermedius", VTO_0064862, ott3624475
"Eugnathichthys sp.", VTO_0064865, ott?
"Distichodus sp.", VTO_0064867, ott?
"Distichodus sp.", VTO_0064872, ott?
"Distichodus sp.", VTO_0064876, ott?
"Distichodus sp.", VTO_0064877, ott?
"Nannocharax seyboldi", VTO_0064886, ott3624642
"Nannocharax intermedius", VTO_0064897, ott3624635
"Congocharax olbrechtsi", VTO_0064910, ott3625855
"Ichthyborus besse", VTO_0064911, ott3624474
"Ichthyborus sp.", VTO_0064912, ott?
"Ichthyborus quadrilineatus", VTO_0064913, ott3624473
"Paradistichodus dimidiatus", VTO_0064923, ott3625819
"Acestrorhynchus maculipinna", VTO_0064927, ott3624732
"Acestrorhynchus isalineae", VTO_0064928, ott3624733
"Hemiodus sp.", VTO_0064936, ott?
"Hemiodopsis microlepis", VTO_0064937, ott3624374
"Hemiodus notatus", VTO_0064938, ott3624377
"Hemiodus unimaculatus", VTO_0064938, ott3624377
"Hemiodus sp.", VTO_0064939, ott?
"Hemiodus semitaeniatus", VTO_0064940, ott3624386
"Hemiodus quadrimaculatus", VTO_0064946, ott3624380
"Hemiodus ocellatus", VTO_0064947, ott3624389
"Anodus melanopogon", VTO_0064953, ott3624391
"Anodus elongatus", VTO_0064953, ott3624391
"Argonectes scapularis", VTO_0064955, ott3624390
"Chalceus spilogyros", VTO_0064960, ott3624884
"Chalceus guaporensis", VTO_0064961, ott3624886
"Paradon caliensis", VTO_0064964, ott3624371
"Parodon suborbitalis", VTO_0064970, ott3624366
"Parodon guyanensis", VTO_0064971, ott3624363
"Saccodon wagneri", VTO_0064974, ott3625979
"Saccodon dariensis", VTO_0064976, ott3625905
"Apareidon dariensis", VTO_0064976, ott3625905
"Apareiodon sp.", VTO_0064979, ott?
"Apareiodon piracicaba", VTO_0064984, ott3624358
"Phenacogaster jancupa", VTO_0064993, ott3624773
"Monotocheirodon pearsoni", VTO_0065002, ott3625981
"Scopaeocharax rhinodus", VTO_0065005, ott3625974
"Scopaeocharax atopodus", VTO_0065006, ott3625973
"Scopaeocharax sp", VTO_0065007, ott?
"Attonitus bounites", VTO_0065009, ott3625893
"Rhoadsia altipinna", VTO_0065024, ott3625978
"Crassigyrius", VTO_9000765, ott6159132
  , VTO_9000765, ott6159132
"Colosteus scutellatus", VTO_9000766, ott6159126
"Colosteus_scutellatus", VTO_9000766, ott6159126
"Acherontiscus caledoniae", VTO_9000767, ott6158512
"Acherontiscus_caledoniae", VTO_9000767, ott6158512
"Acherontiscus", VTO_9000767, ott6158512
"Shenzousaurus", VTO_9021661, ott4127226
"Shenzhousaurus orientalis", VTO_9021661, ott4127226
"Rodhocetus balochistanensis", VTO_9021684, ott4942547
"Artiocetus clavis", VTO_9021685, ott4942565
"Sinornithomimus", VTO_9021699, ott4129006
"Archegosaurus", VTO_9021969, ott4948522
"Densignathus", VTO_9022020, ott4721422
"Rinchenia mongoliensis", VTO_9022031, ott4946643
"Metaxygnathus", VTO_9022046, ott3621223
"Segnosaurus galbinensis", VTO_9022142, ott4128379
"Achillobator giganticus", VTO_9022214, ott4946116
"Erlikosaurus andrewsi", VTO_9022340, ott4128377
"Anserimimus planinychus", VTO_9022345, ott4129020
"Harpymimus okladnikovi", VTO_9022347, ott4127015
"Riojasuchus tenuisceps", VTO_9022352, ott4946237
"Ianthasaurushardestii", VTO_9022367, ott4129999
"Petrolacosaurus kansensis", VTO_9022368, ott4130035
"Petrolacosaurus_kansensis", VTO_9022368, ott4130035
"Cutleriawilmarthi", VTO_9022401, ott4947311
"Pantylus", VTO_9022403, ott3621352
"Pantylus cordatus", VTO_9022403, ott3621352
"Pantylus_cordatus", VTO_9022403, ott3621352
"Zalambdalestes lechei", VTO_9022418, ott3607455
"Synapsida", VTO_9022752, ott?
  , VTO_9022989, ott6159504
"Heterostraci", VTO_9023366, ott?
"Anthracosauroidea", VTO_9023510, ott?
"Morganucodontidae", VTO_9023997, ott3615231
"Biarmosuchia", VTO_9027666, ott?
"Nectridea", VTO_9028450, ott?
"Halecomorphs", VTO_9030588, ott?
"Whatcheeridae", VTO_9031049, ott3621153
"Symmoriidae", VTO_9032487, ott4141344
"Climatius", VTO_9033078, ott4143064
"Avimimus portentosus", VTO_9022460, ott4126482
"Archaeopteryx", VTO_9022461, ott3604082
"Archaeopteryx litographica", VTO_9022461, ott3604082
"Oviraptor philoceratops", VTO_9022462, ott4946651
"Ornitholestes", VTO_9022466, ott4129653
"Ornitholestes hermanni", VTO_9022466, ott4129653
"Coelophysis", VTO_9022478, ott4947022
"Coelophysis bauri", VTO_9022478, ott4947022
"Austroraptor cabazai", VTO_9022715, ott4946070
"Patagopteryx", VTO_9022733, ott3601386
"Patagopteryx deferrariisi", VTO_9022733, ott3601386
"Balaur bondoc", VTO_9022772, ott6150538
"Screbinodus", VTO_9022795, ott?
  , VTO_9022795, ott?
"Diplodoselache", VTO_9022799, ott?
"Harpacanthus", VTO_9022800, ott?
"Medoevia", VTO_9022802, ott?
"Traquairius spinosus", VTO_9022813, ott6160244
"Traquairius agkistrocephalus", VTO_9022815, ott6160242
"Vulcanobatrachus mandelai", VTO_9022816, ott3620453
"Traquairius nudus", VTO_9022819, ott6160243
"Echinochimaera meltoni", VTO_9022832, ott6139706
"Echinochimaera snyderi", VTO_9022834, ott6139707
"Bealbonn rogaire", VTO_9022859, ott6372630
"Srianta iarlais", VTO_9022860, ott6372635
"Srianta srianta", VTO_9022861, ott6372636
"Srianta dawsoni", VTO_9022864, ott6372634
"Euconodonta (relationships to or within the vertebrates still debated)", VTO_9022887, ott?
"Euphaneropidae", VTO_9022900, ott4144312
"Eryops megacephalus", VTO_9022908, ott4948430
"Eryops_megacephalus", VTO_9022908, ott4948430
"Aztecia", VTO_9022990, ott?
  , VTO_9022990, ott?
"Gooloogongia", VTO_9022994, ott?
  , VTO_9022994, ott?
"Tupilakosaurus", VTO_9023108, ott6159451
"Tupilakosaurus wetlugensis", VTO_9023108, ott6159451
"Ornithosuchia", VTO_9023112, ott?
"Myllokunmingiida", VTO_9023356, ott?
"Cocomys lingchaensis", VTO_9023427, ott4941428
"Proceratosaurus bradleyi", VTO_9023531, ott4129365
"Coccocephalus wildi", VTO_9023597, ott?
"Micraroter", VTO_9009700, ott4133802
"Micraroter erythrogeios", VTO_9009700, ott4133802
"Micraroter_erythrogeios", VTO_9009700, ott4133802
"Gobipteryx", VTO_9009752, ott4132137
"Gobipteryx minuta", VTO_9009752, ott4132137
"Hollanda", VTO_9009863, ott6150772
"Shenqiornis", VTO_9009864, ott6150697
"Captorhinus aguti", VTO_9009879, ott4948135
"Captorhinus_aguti", VTO_9009879, ott4948135
"Tersomius", VTO_9009883, ott4948607
"Trimerorhachis insignis", VTO_9009884, ott4948630
"Trimerorhachis_insignis", VTO_9009884, ott4948630
"Pengornis", VTO_9009886, ott6155645
"Pengornis houi", VTO_9009886, ott6155645
"Cardiocephalus sternbergi", VTO_9009890, ott?
"Cardiocephalus_sternbergi", VTO_9009890, ott?
"Biarmosuchustener", VTO_9010115, ott4128411
"Sphenacodonspp", VTO_9010133, ott78408
"Casea", VTO_9010160, ott4946150
"Elliotsmithia", VTO_9010166, ott4128076
"Onychoselache", VTO_9010496, ott?
"Lapillopsis", VTO_9010550, ott3621270
"Batrachosuchus", VTO_9010565, ott4948618
"Hopleacanthus", VTO_9010625, ott4144520
"Xixiasaurus henanensis", VTO_9010663, ott6155719
"Uranolophus", VTO_9010782, ott?
"Griphognathus", VTO_9010794, ott?
"Dipterus", VTO_9010803, ott4948663
"Carodnia vieirai", VTO_9010863, ott6143204
"Netsepoye", VTO_9010897, ott4142912
"Squaloraja", VTO_9010908, ott6139728
"Belantsea", VTO_9010926, ott4140799
"Ischyodus", VTO_9010939, ott3595491
"Diabolichthys", VTO_9010964, ott?
"Diabolepis", VTO_9010964, ott?
"Dipnorhynchus", VTO_9010965, ott4145284
"Dipnorynchus", VTO_9010965, ott4145284
"Kathemacanthus", VTO_9011017, ott?
"Ischnacanthida", VTO_9011026, ott?
"Doliodus", VTO_9011027, ott?
"Pantelosaurussaxonicus", VTO_9011078, ott4130014
"Edaphosaurusboanerges", VTO_9011081, ott4130004
"Haptodusgarnettensis", VTO_9011083, ott4130015
"Edaphosaurusnovomexicanus", VTO_9011085, ott4130002
"Archaeothyrisflorensis", VTO_9011090, ott4127138
"Stereophallodonciscoensis", VTO_9011107, ott4126978
"Aerosaurusgreenleeorum", VTO_9011117, ott4129844
"Aerosauruswellesi", VTO_9011118, ott4129843
"Glyptolepis", VTO_9011119, ott4948687
"Mycterosauruslongiceps", VTO_9011120, ott4128062
"Basicranodonfortsillensis", VTO_9011120, ott4128062
"Diplocercides", VTO_9011134, ott4144863
"Ruthiromiaelcobriensis", VTO_9011138, ott4128058
"Ectosteorhachis", VTO_9011140, ott4144870
"Ennatosaurustecton", VTO_9011149, ott4946135
"Cotylorhynchushancocki", VTO_9011162, ott4946140
"Pelodosotis", VTO_9011175, ott4133798
"Pelodosotis elongatum", VTO_9011175, ott4133798
"Pelodosotis_elongatum", VTO_9011175, ott4133798
"Menaspis", VTO_9011209, ott3595492
  , VTO_9011335, ott?
"Myriacanthoidei (fossil)", VTO_9011437, ott?
"Harpagofututor", VTO_9011457, ott4141954
"Secodontosaurusobtusidens", VTO_9011491, ott4126317
"Asilisaurus kongwe", VTO_9011513, ott6148552
"Macropetalichthys", VTO_9011630, ott?
"Sauripterus", VTO_9011673, ott6159507
  , VTO_9011673, ott6159507
"Lupeosauruskayi", VTO_9004371, ott?
"Glaucosaurusmegalops", VTO_9004373, ott4126593
"Daspletosaurus", VTO_9004428, ott3595534
"Eodromaeus", VTO_9004686, ott6148993
"SAUROPODIFORMES", VTO_9004696, ott?
"Angelosaurusdolani", VTO_9004725, ott4946149
"Caseopsisagilis", VTO_9004726, ott4946156
"Loganellia sulcata", VTO_9004733, ott6177120
"Sinraptor dongi", VTO_9004757, ott4129436
"Troodon formosus", VTO_9004831, ott?
"COMPSOGNATHIDAE", VTO_9004857, ott4126499
"Ichthyornis", VTO_9004865, ott3603278
"Ichthyornis dispar", VTO_9004865, ott3603278
"Dromaeosauridae", VTO_9004906, ott4946052
"Pseudosuchia", VTO_9005116, ott?
"Dvinosaurus primus", VTO_9005155, ott4133892
"Icaronycteris index", VTO_9005202, ott3614203
"Zhangheotherium quinquecuspidens", VTO_9005238, ott4945546
"Ophiacodon", VTO_9005336, ott4127147
"Ophiacodonspp", VTO_9005336, ott4127147
"Raranimusdashankouensis", VTO_9005469, ott6375604
"HETERODONTOSAURIDAE", VTO_9005597, ott4126665
"Saurornitholestes langstoni", VTO_9005617, ott4946086
"Chirostenotes pergracilis", VTO_9005627, ott4126520
"Sinosauropteryx", VTO_9005632, ott4126505
"Sinosauropteryx prima", VTO_9005632, ott4126505
"Velociraptor", VTO_9005643, ott4946064
"Velociraptor mongoliensis", VTO_9005643, ott4946064
"Deinonychus antirrhopus", VTO_9005645, ott4946068
"Dromaeosaurus albertensis", VTO_9005649, ott4946056
"Trematopidae", VTO_9005686, ott3621234
"Zhongornis", VTO_9005890, ott4140827
"Xilousuchus sapingensis", VTO_9005999, ott6158463
"Saurornithoides mongoliensis", VTO_9006017, ott4947120
"Saurichthys", VTO_9006056, ott4141980
"Protorosauria", VTO_9006134, ott?
"Proterochampsidae", VTO_9006231, ott4127229
"Erythrosuchidae", VTO_9006249, ott4126953
"Proterosuchidae", VTO_9006269, ott4126962
"Protosuchus haughtoni", VTO_9006289, ott6150181
"Amphibamidae", VTO_9006311, ott4948596
"New_Amphibamid", VTO_9006312, ott4948605
"Prestosuchus", VTO_9006313, ott3605971
"Kayentasuchus walkeri", VTO_9006338, ott6149249
"Litargosuchus leptorhynchus", VTO_9006340, ott6149324
"Trilophosaurus", VTO_9006349, ott4129903
"Rhynchosauria", VTO_9006350, ott35876
"Diademodon", VTO_9006360, ott6158387
  , VTO_9006364, ott4141376
"Megalichthys", VTO_9006420, ott4144877
"Diplacanthus", VTO_9006435, ott567543
"Coccosteus", VTO_9006475, ott4950116
"Cheirolepis", VTO_9006477, ott4949652
"Cheirolepis n. sp. (Arratia and Cloutier 2004)", VTO_9006477, ott4949652
"Cheiracanthus", VTO_9006478, ott4950017
"Batrachotomus kuperferzellensis", VTO_9006500, ott6148609
"Cimolichthys nephaholica", VTO_9006751, ott3629386
"Debeerius", VTO_9007196, ott4145091
"Debeerius", VTO_9007202, ott6159579
"Yizhoubatrachus", VTO_9007300, ott?
"Phaneropleuron", VTO_9007375, ott4144707
"Paratarrasius hibbardi", VTO_9007395, ott6142557
"Proceramala montanensis", VTO_9007396, ott6142643
"Aesopichthys erinaceus", VTO_9007398, ott6142268
"Ceratosaurus", VTO_9007484, ott4127428
"Utaherpeton", VTO_9007548, ott6159464
"Loxommatidae", VTO_9007550, ott3620848
"Baphetidae", VTO_9007550, ott3620848
"Quasicaecilia", VTO_9007553, ott6159084
"Stegotretus", VTO_9007555, ott6375812
"Stegotretus agyrus", VTO_9007555, ott6375812
"Stegotretus_agyrus", VTO_9007555, ott6375812
"Cyranorhis bergeraci", VTO_9007557, ott6142710
"Wendyichthys dicksoni", VTO_9007560, ott6142723
"Keraterpeton galvani", VTO_9007565, ott6159277
"Keraterpeton_galvani", VTO_9007565, ott6159277
"Diplacanthidae", VTO_9007597, ott4950108
"Belonostomus sp.", VTO_0080337, ott?
"Belonostomus tenuirostris", VTO_0080338, ott4949667
"Belonostomus meunsteri", VTO_0080339, ott?
"Aspidorhynchus ? lepturus", VTO_0080340, ott?
"Aspidorhynchidae ind.", VTO_0080341, ott?
"Vinctifer comptoni", VTO_0080343, ott?
"Obaichthys", VTO_0080345, ott4140463
"Mesturus", VTO_0080347, ott4140390
"Centroscymnus crepidator", VTO_0080406, ott449809
"Pristis pristis", VTO_0080750, ott3594619
"Chunerpeton", VTO_0080929, ott3620515
"Pangerpeton", VTO_0080930, ott6376243
"Regalerpeton", VTO_0080931, ott6376245
"Jeholotriton", VTO_0080932, ott3620650
"Iridotriton", VTO_0081064, ott3620676
"Seminobatrachus", VTO_0081065, ott6376247
"Batrachosauroididae", VTO_0081069, ott3620655
"Liaoxitriton", VTO_0081091, ott3620675
"Kokartus", VTO_0081093, ott4132704
"Karaurus", VTO_0081094, ott3620667
"Marmorerpeton", VTO_0081095, ott3621285
"Valdotriton", VTO_0081096, ott3620654
"B.amabilis", VTO_0081294, ott4133463
"B.rubropunctatus", VTO_0081320, ott4133461
"Truebella tothastes", VTO_0081339, ott3619748
"Truebella skoptes", VTO_0081340, ott3619729
"B.blombergi", VTO_0081407, ott4133425
"Bufo chanchanensis", VTO_0081411, ott4133423
"B.caeruleostictus", VTO_0081411, ott4133423
"B.corynetes", VTO_0081436, ott3619519
"B.asper", VTO_0081569, ott335213
"Singidella", VTO_0081586, ott3617964
"X. tropicalis", VTO_0081587, ott940184
"X. epitropicalis", VTO_0081590, ott1018410
"Pachycentrata", VTO_0081591, ott3617959
"Eoxenopoides", VTO_0081593, ott4133746
"P. arrabali", VTO_0081596, ott3617955
"P. myersi", VTO_0081597, ott3617954
"P. snethlageae", VTO_0081599, ott3617956
"Llankibatrachus", VTO_0081601, ott3617963
"Saltenia", VTO_0081602, ott4133745
"Thaumastosaurus", VTO_0081615, ott6158313
"Hylodes asper", VTO_0081625, ott3620277
"Hylodes lateristrigatus", VTO_0081632, ott3620271
"Crossodactylus gaudichaudi", VTO_0081645, ott3620262
"Crossodactylus dantei", VTO_0081646, ott3620264
"Thoropa lutzi", VTO_0081651, ott3620294
"Cycloramphus semipalmatus", VTO_0081691, ott3620317
"Pliobatrachus", VTO_0081693, ott?
"Phyllomedusa lemur", VTO_0081694, ott263722
"Phyllomedusa vaillanti", VTO_0081703, ott3620014
"Cordicephalus", VTO_0082142, ott4948379
"Phrynobatrachus sulfureogularis", VTO_0082180, ott3618116
"M. montana", VTO_0082241, ott3618013
"Pristimantis hucundo", VTO_0082560, ott4133037
"Ptychadena uzungwensis", VTO_0082673, ott3618137
"Ptychadena chrysogaster", VTO_0082676, ott3618149
"Schoutedenella pyrrhoscelis", VTO_0082841, ott3619099
"Schoutedenella lameerei", VTO_0082846, ott3619098
"Leptodactylodon ventrimarmoratus", VTO_0082861, ott3619124
