matrix_taxon, vto, ott_id
"Testudines", VTO_0033071, ott639666
"Dipnoi", VTO_0033592, ott29500
"Lungfish", VTO_0033592, ott29500
  , VTO_0033592, ott29500
"Lepidosirenidae", VTO_0033597, ott199344
"Protopteridae", VTO_0033601, ott199352
"Ceratodontidae", VTO_0033613, ott199331
"Neoceratodus", VTO_0033614, ott773503
  , VTO_0033614, ott773503
"Coelacanthidae", VTO_0033618, ott773497
"Coelacanth", VTO_0033619, ott773490
"Actinopt", VTO_0033622, ott773483
"Actinopterygii", VTO_0033622, ott773483
"Bichir", VTO_0033623, ott458427
"Polypteridae", VTO_0033624, ott458429
"Polypterus", VTO_0033625, ott984715
"Polypterus ornatipinnis", VTO_0033627, ott979639
"Polypterus senegalus", VTO_0033631, ott61558
"Polypterus endlicheri", VTO_0033634, ott536720
"Polypterus bichir", VTO_0033636, ott1012169
"Erpetoichthys calabaricus", VTO_0033643, ott451269
"Neopterygian", VTO_0033645, ott471203
"Amiidae", VTO_0033647, ott329626
"Amia calva", VTO_0033649, ott329623
"Lepisosteidae", VTO_0033655, ott904123
"Atractosteus spatula", VTO_0033659, ott904117
"Lepisosteus platostomus", VTO_0033661, ott731608
"Lepisosteus osseus", VTO_0033663, ott519445
"Lepisosteus oculatus", VTO_0033664, ott1028028
"Teleostei", VTO_0033666, ott212201
"Teleosts", VTO_0033666, ott212201
"Osteoglossomorpha", VTO_0033667, ott291995
  , VTO_0033668, ott496754
"Hiodontidae", VTO_0033671, ott816149
"Hiodon tergisus", VTO_0033673, ott329764
"Hiodon alosoides", VTO_0033674, ott133409
"Hiodon", VTO_0033674, ott133409
"Notopteridae", VTO_0033676, ott816151
  , VTO_0033676, ott816151
"Chiloglanis sp. kalungwishi", VTO_0061888, ott?
"Chiloglanis disneyi", VTO_0061889, ott3623267
"Chiloglanis niloticus", VTO_0061893, ott3623237
"Chiloglanis congicus", VTO_0061894, ott3623221
"Chiloglanis polypogon", VTO_0061895, ott3623236
"Chiloglanis sp. adriaensi", VTO_0061896, ott?
"Chiloglanis occidentalis", VTO_0061897, ott3623264
"Chiloglanis carnosus", VTO_0061903, ott3623259
"Chiloglanis micropogon", VTO_0061907, ott3623261
"Chiloglanis batesii", VTO_0061907, ott3623261
"Chiloglanis macropterus", VTO_0061913, ott3623252
"Chiloglanis sp. igamba", VTO_0061918, ott?
"Chiloglanis sp. Burundi", VTO_0061921, ott?
"Chiloglanis sp. ntumbachushi", VTO_0061922, ott?
"Chiloglanis neumanni", VTO_0061926, ott3623254
"Chiloglanis deckenii", VTO_0061931, ott3623247
"Chiloglanis sp. CAR", VTO_0061933, ott?
"Chiloglanis sp. ‘chambeshi’", VTO_0061936, ott?
"Silurus lithophilus", VTO_0061941, ott3621738
"Silurus soldatovi soldatovi", VTO_0061943, ott3621737
"Silurus mento", VTO_0061946, ott3621740
"Silurus grahami", VTO_0061948, ott3621743
"Ompok mysoricus", VTO_0061950, ott?
"Ompok jaynei", VTO_0061957, ott3621786
"Ompok anostomus", VTO_0061958, ott?
"Ompok leiacanthus", VTO_0061959, ott3621788
"Ompok krattensis", VTO_0061961, ott670820
"Ompok sp.", VTO_0061963, ott?
"Ompok hypophthalmus", VTO_0061964, ott3621775
"Ompok goae", VTO_0061967, ott3621773
"Ompok urbaini", VTO_0061969, ott3621785
"Ompok sabanus", VTO_0061972, ott3621764
"Ompok eugeneiatus", VTO_0061974, ott3621787
"Kryptopterus lais", VTO_0061977, ott3621763
"Kryptopterus moorei", VTO_0061979, ott3621762
"Kryptopterus bleekeri", VTO_0061982, ott113427
"Kryptopterus mononema", VTO_0061983, ott3621766
"Kryptopterus palembangensis", VTO_0061984, ott3621769
"Parasilurus asotous", VTO_0061987, ott967323
"Parasilurus asotus", VTO_0061987, ott967323
"Hemisilurus heterorhynchus", VTO_0061989, ott3621757
"Belodontichthys dinema", VTO_0061990, ott3621748
"Pterocryptis gangetica", VTO_0061991, ott3621730
"Pterocryptis bokorensis", VTO_0061995, ott3621731
"Hito taytayensis", VTO_0062004, ott3621732
"Silurichthys sp.", VTO_0062008, ott?
"Silurichthys indragiriensis", VTO_0062009, ott3621756
"Silurichthys hasseltii", VTO_0062011, ott3621753
"Silurichthys phaiosoma", VTO_0062013, ott3621752
"Kryptopterus parvanalis", VTO_0062014, ott3621746
"Kryptopterus deignani", VTO_0062016, ott3621745
"Kryptopterus micronema", VTO_0062016, ott3621745
"Wallago maculatus", VTO_0062018, ott3621791
"Wallago sp.", VTO_0062020, ott?
"Kryptopterus hexapterus", VTO_0062023, ott4949440
"Rita chrysea", VTO_0062024, ott3623669
"Rita spp.", VTO_0062027, ott?
"Rita sp.", VTO_0062027, ott?
"Rita kuturnee", VTO_0062028, ott3623670
"Brachyhypopomus beebei", VTO_0062033, ott3621703
"Brachyhypopomus janeiroensis", VTO_0062034, ott3621705
"Racenisia fimbriipinna", VTO_0062038, ott3621720
"Steatogenys duidae", VTO_0062039, ott3621681
"Hypopygus neblinae", VTO_0062041, ott3621695
"Gymnotus melanopleura", VTO_0062042, ott3621562
"Gymnotus anguillaris", VTO_0062047, ott3621565
"Gymnotus maculosus", VTO_0062049, ott3621567
"Gymnotus bahianus", VTO_0062055, ott3621558
"Gymnotus onca", VTO_0062056, ott3621557
"Rhamphichthys apurensis", VTO_0062059, ott3621692
"Rhamphichthys lineatus", VTO_0062062, ott3621690
"Gymnorhamphichthys rondoni", VTO_0062063, ott3621683
"Gymnorhamphichthys rosamaraie", VTO_0062065, ott3621687
"Gymnorhamphichthys hypostomus", VTO_0062066, ott3621685
"Iracema caiana", VTO_0062068, ott3621700
"Ellisella kirschbaumi", VTO_0062070, ott?
"Sternopygus sp.", VTO_0062072, ott?
"Sternopygus castroi", VTO_0062074, ott3621580
"Sternopygus astrabes", VTO_0062074, ott3621580
"Sternopygus arenatus", VTO_0062076, ott3621576
"Corydoras ambiacus", VTO_0035256, ott360618
"Corydoras arcuatus", VTO_0035257, ott360621
"Corydoras atropersonatus", VTO_0035259, ott360638
"Corydoras aurofrenatus", VTO_0035260, ott885227
"Corydoras axelrodi", VTO_0035261, ott885225
"Corydoras adolfoi", VTO_0035263, ott360627
"Corydoras acutus", VTO_0035264, ott360624
"Corydoras agassizi", VTO_0035266, ott360630
"Corydoras polystictus", VTO_0035268, ott705409
"Corydoras panda", VTO_0035273, ott481645
"Corydoras osteocarus", VTO_0035275, ott481641
"Corydoras schwartzi", VTO_0035276, ott1058096
"Corydoras robiniae", VTO_0035278, ott1058080
"Corydoras robinae", VTO_0035278, ott1058080
"Corydoras reticulatus", VTO_0035280, ott1058087
"Corydoras pygmaeus", VTO_0035281, ott1058084
"Corydoras multimaculatus", VTO_0035284, ott1007928
"Corydoras melanotaenia", VTO_0035285, ott431094
"Corydoras maculifer", VTO_0035287, ott431082
"Corydoras melanistius", VTO_0035288, ott431079
"Corydoras loretoensis", VTO_0035289, ott431087
"Corydoras ornatus", VTO_0035292, ott1007941
"Corydoras oiapoquensis", VTO_0035294, ott1007926
"Corydoras nanus", VTO_0035297, ott1007931
"Corydoras napoensis", VTO_0035298, ott1007933
"Corydoras gracilis", VTO_0035300, ott733144
"Corydoras guapore", VTO_0035302, ott733148
"Corydoras geoffroy", VTO_0035304, ott209743
"Corydoras gossei", VTO_0035305, ott733136
"Corydoras julii", VTO_0035309, ott431076
"Corydoras leucomelas", VTO_0035310, ott431069
"Corydoras leopardus", VTO_0035311, ott431072
"Corydoras hastatus", VTO_0035312, ott733151
"Corydoras habrosus", VTO_0035313, ott733154
"Corydoras haraldschultzi", VTO_0035315, ott733159
"Corydoras davidsandsi", VTO_0035317, ott987206
"Corydoras sterbai", VTO_0035318, ott247136
"Corydoras coppenamensis", VTO_0035322, ott987214
"Corydoras eques", VTO_0035325, ott209739
"Corydoras garbei", VTO_0035328, ott150674
"Corydoras elegans", VTO_0035330, ott209734
"Corydoras ellisae", VTO_0035331, ott209727
"Corydoras ephippifer", VTO_0035332, ott209729
"Corydoras trilineatus", VTO_0035334, ott247147
"Corydoras stenocephalus", VTO_0035339, ott62079
"Corydoras vittatus", VTO_0035342, ott62089
"Corydoras undulatus", VTO_0035344, ott62075
"Corydoras zygatus", VTO_0035347, ott277547
"Corydoras septentrionalis", VTO_0035365, ott1058092
"Corydoras seussi", VTO_0035367, ott1058072
"Corydoras simulatus", VTO_0035369, ott531912
"Corydoras araguaiensis", VTO_0035387, ott841704
"Corydoras prionotus", VTO_0035442, ott476416
"Scleromystax prionotos", VTO_0035442, ott476416
"Dianema urostriata", VTO_0035445, ott267133
"Dianema urostriatum", VTO_0035445, ott267133
"Lepthoplosternum pectorale", VTO_0035448, ott433781
"Pseudocetopsis gobioides", VTO_0035469, ott13190
"Cetopsis gobioides", VTO_0035469, ott13190
"Chaca bankanensis", VTO_0035473, ott428018
"Dolichallabes microphthalmus", VTO_0035500, ott340323
"Platyallabes tihoni", VTO_0035506, ott238935
"Clarias teysmanni", VTO_0035513, ott794857
"Clarias angolensis", VTO_0035532, ott750428
"Clarias  angolensis", VTO_0035532, ott750428
"Prophagorus nieuhofii", VTO_0035537, ott1052192
"Liobagrus nigricauda", VTO_0035573, ott341161
"Leptoglanis xenognathus", VTO_0035602, ott1087550
"Amphilius platychir", VTO_0035608, ott744488
"Amphilius atesuensis", VTO_0035610, ott744493
"Amphilius atesunensis", VTO_0035610, ott744493
"Amphilius pictus", VTO_0035610, ott744493
"Amphilius rheophilus", VTO_0035613, ott744485
"Acentronichthys leptos", VTO_0035629, ott1018972
"Cetopsorhamdia iheringi", VTO_0035634, ott467693
"Cetopsorhamdia insidiosa", VTO_0035635, ott1018984
"Gladioglanis machadoi", VTO_0035637, ott703861
"Acentronichthys sympterygium", VTO_0035639, ott1018978
"Phreatobius cisternarum", VTO_0035648, ott392181
"Rhamdiopsis microcephala", VTO_0035652, ott343324
"Taunayia bifasciata", VTO_0035659, ott1015003
"Imparfinis minutus", VTO_0035663, ott713098
"Imparfinis mirini", VTO_0035664, ott205351
"Imparfinis schubarti", VTO_0035664, ott205351
"Pimelodus jatius", VTO_0035677, ott757402
"Cathorops melanopus", VTO_0035713, ott378945
"Arius tenuispinis", VTO_0035773, ott83485
"Arius polystaphylodon", VTO_0035781, ott466229
"Plicofollis n.g. polystaphylodon", VTO_0035781, ott466229
"Arius mantlensis", VTO_0035810, ott322218
"Campbellodus", VTO_9011701, ott?
"Brindabellaspis", VTO_9011733, ott?
"Tseajaia_campi", VTO_9011736, ott4133767
"Tseajaia campi", VTO_9011736, ott4133767
"Sphenonectris turnerae", VTO_9012118, ott4140431
"Lanarkia spinulosa", VTO_9012146, ott4141370
"Phlebolepis", VTO_9012155, ott4141364
"Pituriaspida", VTO_9012179, ott?
"Notharctus tenebrosus", VTO_9012235, ott4941696
"Eriptychius", VTO_9012283, ott4142561
"Athenaegis/Tolypelepis (OG)", VTO_9012298, ott4142211
"Euryodus primus", VTO_9012304, ott4948403
"Euryodus_primus", VTO_9012304, ott4948403
"Hardistiella", VTO_9012328, ott3644152
"Mayomazontidae", VTO_9012330, ott?
"Mayomyzon", VTO_9012330, ott?
"Jamoytius", VTO_9012346, ott?
"Cochleosaurus_bohemicus", VTO_9012678, ott6159120
"Cochleosaurus bohemicus", VTO_9012678, ott6159120
"Cochleosaurus florensis", VTO_9012689, ott6159121
"Cochelosaurus florensis", VTO_9012689, ott6159121
"Procochleosaurus jarrowensis", VTO_9012690, ott6159123
"Adamanterpeton ohioensis", VTO_9012692, ott6159119
"Chenoprosopus lewisi", VTO_9012712, ott4948582
"Chenoprosopus_lewisi", VTO_9012712, ott4948582
"Osteostraci", VTO_9012740, ott?
"Varanodonagilis", VTO_9012775, ott4128071
"Diadectes absitus", VTO_9012812, ott4133820
"Diadectes_absitus", VTO_9012812, ott4133820
"Hyopsodus paulus", VTO_9012969, ott4945087
"Maelestes gobiensis", VTO_9013106, ott3615674
"Shanag ashile", VTO_9013158, ott4946108
"Caseabroilii", VTO_9013228, ott4946152
"Limnoscelis", VTO_9013239, ott4128130
"Limnoscelis paludis", VTO_9013239, ott4128130
"Limnoscelis_paludis", VTO_9013239, ott4128130
"Limnoscelispaludis", VTO_9013239, ott4128130
"Acanthostomatops vorax", VTO_9013283, ott?
"Yunnanolepis", VTO_9013327, ott?
"Obtusacanthus corroconis", VTO_9013327, ott?
"Cladoselache", VTO_9013357, ott4145386
"Tamiobatis", VTO_9013367, ott4143629
"Falcatus", VTO_9013371, ott4143131
"Denaea", VTO_9013373, ott4950090
"Cobelodus", VTO_9013374, ott4950092
"Sinopa rapax", VTO_9013415, ott4945370
"Ornithoprion", VTO_9013416, ott4140101
"Squatinactis", VTO_9013434, ott4144500
"Xenopus romeri", VTO_9013444, ott?
"'Xenopus' romeri", VTO_9013444, ott?
"Hesperornis regalis", VTO_9013580, ott3601482
"Gansus", VTO_9013826, ott3603289
"Arandaspida", VTO_9013902, ott?
"Buchanosteus", VTO_9013944, ott4949987
"Odontaspididae", VTO_9014194, ott?
"Valdotriton gracilis", VTO_9014211, ott3620657
"Valdotriton_gracilis", VTO_9014211, ott3620657
"Valdotriton", VTO_9014211, ott3620657
"Czatkobatrachus", VTO_9014220, ott3620497
"Karaurus sharovi", VTO_9014341, ott6159005
"Karaurus_sharovi", VTO_9014341, ott6159005
"Karaurus", VTO_9014341, ott6159005
"Byronosaurus jaffei", VTO_9014369, ott4947122
"Ingenia yanshani", VTO_9014377, ott?
"Citipati", VTO_9014401, ott4946645
"Citipati osmolskae", VTO_9014401, ott4946645
"Beelzebufo", VTO_9014472, ott3620467
"Chenoprosopus milleri", VTO_9014758, ott4948582
"Konzhukovia", VTO_9014801, ott4948528
"Tsaagan mangas", VTO_9014869, ott4946104
"Rhinophrynus canadensis", VTO_9015079, ott3617951
"Iridotriton", VTO_9015122, ott3620680
"Thomashuxleya externa", VTO_9015174, ott4943975
"Barameda", VTO_9002397, ott4142585
  , VTO_9002397, ott4142585
"Hymenochirini", VTO_9002426, ott?
"Pachycentrata", VTO_9002428, ott3617958
"Llankibatrachus", VTO_9002430, ott3617966
"Singidella", VTO_9002442, ott3617965
"Shelania laurenti", VTO_9002454, ott4948224
"'Shelania' laurenti", VTO_9002454, ott4948224
"Shelania pascuali", VTO_9002455, ott4948225
"Shelania pascual", VTO_9002455, ott4948225
"Watoniameieri", VTO_9002549, ott4128079
"Calyptocephalella (Caudiverbera) gayi", VTO_9002593, ott766850
"Protorothyrisarcheri", VTO_9002594, ott4948189
"Mesosuchus browni", VTO_9002730, ott4126185
"Hapalops elongatus", VTO_9002783, ott6147708
"Tristychius", VTO_9002829, ott6139737
"Chunerpeton", VTO_9002982, ott3620517
"Callobatrachus", VTO_9003126, ott4133720
"Liaoningornis", VTO_9003160, ott4132071
"Liaoningornis longidigitrus", VTO_9003160, ott4132071
"Silesaurus opolensis", VTO_9003199, ott4126763
"Isodectes obtusus", VTO_9003242, ott3621349
"Isodectes_obtusus", VTO_9003242, ott3621349
"isodectes", VTO_9003242, ott3621349
"Urodela", VTO_9003258, ott6376240
"Epidexipteryx hui", VTO_9003264, ott4127286
"Otogornis", VTO_9003267, ott3604150
"Seymouria baylorensis", VTO_9003293, ott4948518
"Seymouria_baylorensis/S.sanjuanensis", VTO_9003293, ott4948518
"Seymouria", VTO_9003293, ott4948518
"Seymouria_baylorensis", VTO_9003293, ott4948518
"5-Xiongguanlong", VTO_9003301, ott4140352
"Thelodonti", VTO_9003361, ott?
"Diplocaulus magnicornis", VTO_9003389, ott3620857
"Diplocaulus_magnicornis", VTO_9003389, ott3620857
"Trematops/Acheloma", VTO_9003390, ott4133795
"Acheloma cumminsi (= Trematops milleri )", VTO_9003390, ott4133795
"Acheloma_cumminsi", VTO_9003390, ott4133795
"Acheloma cumminsi", VTO_9003390, ott4133795
"Dromomeron romeri", VTO_9003391, ott4127084
"Paramys delicatus", VTO_9003401, ott4941266
"Dromomeron gregorii", VTO_9003530, ott4127085
"Eoalulavis", VTO_9003564, ott3603735
"Iberomesornis", VTO_9003677, ott3604647
"Microvenator celer", VTO_9003719, ott4126524
"Rhizodopsis", VTO_9004049, ott4141380
"Eocathayornis", VTO_9004077, ott4132073
"Cathyaornis", VTO_9004078, ott3601982
"Cathayornis yandica", VTO_9004079, ott3601981
"Chaoyangia", VTO_9004083, ott4947839
"Eoconfuciusornis", VTO_9004085, ott4132148
"Longipteryx", VTO_9004091, ott4132100
"Proterogyrinus", VTO_9004112, ott4133806
"Proterogyrinus scheelei", VTO_9004112, ott4133806
"Proterogyrinus_scheelei", VTO_9004112, ott4133806
"Proterogyrius", VTO_9004112, ott4133806
"Archaeorhynchus", VTO_9004123, ott4142071
"Hamiltonichthys", VTO_9004129, ott4144476
"Ambiortus", VTO_9004135, ott4132129
"Hamiltonichthys", VTO_9004151, ott6159697
"Rhadinosteus parvus", VTO_9004204, ott4133727
"Microsauria", VTO_9004227, ott?
  , VTO_9004227, ott?
"Parahesperornis", VTO_9004231, ott3604153
"Llistrofus", VTO_9004238, ott4133759
"Cardiocephalus peabodyi", VTO_9004239, ott?
"Cardiocephalus_peabodyi", VTO_9004239, ott?
"Shielia taiti", VTO_9004246, ott6177132
"Shielia parca", VTO_9004247, ott6177131
"Archipelepis bifurcata", VTO_9004248, ott6138979
"Baptornis varneri", VTO_9004249, ott4132106
"Shielia gibba", VTO_9004250, ott6177130
"Loganellia prolata", VTO_9004252, ott6177119
"Pseudolagosuchus majori", VTO_9004304, ott4129629
"Echinerpetonintermedium", VTO_9004370, ott4127145
"Chelomophrynus", VTO_9015214, ott4133729
"Chelomophrynus bayi", VTO_9015214, ott4133729
"Tianyuraptor ostromi", VTO_9015414, ott6150553
"Hesperonychus elizabethae", VTO_9015431, ott4946110
"Heteropetalus elegantulus", VTO_9015516, ott6159723
"Gregorius rexi", VTO_9015564, ott6372632
"Anchiornis huxleyi", VTO_9015591, ott6155702
"Changchengornis", VTO_9015697, ott4132150
"Silurana", VTO_9015714, ott940175
"Pangerpeton", VTO_9015725, ott6376244
"Angelosaurusromeri", VTO_9015832, ott4946148
"Cotylorhynchusbransoni", VTO_9015844, ott4946139
"Neusibatrachus", VTO_9015865, ott6158914
"Sphenacodontinae", VTO_9015969, ott?
"Protungulatum donnae", VTO_9016007, ott3607484
"Euantiarcha", VTO_9016143, ott?
"Kujdanowiaspis", VTO_9016180, ott?
"Leptictis dakotensis", VTO_9016235, ott4943497
"Limenavis", VTO_9016319, ott3603277
"Colosteidae", VTO_9016427, ott3620902
"Loxomma rankini", VTO_9016431, ott4133853
"Jeholotriton", VTO_9016448, ott3620661
"Slaugenhopia texensis", VTO_9016582, ott?
"Trimerorhachis", VTO_9016583, ott4948628
"Eugyrinus wildi", VTO_9016589, ott4133866
"Shuvosaurus inexpectatus", VTO_9016620, ott4127482
  , VTO_9016708, ott?
"Gracilisuchus stipanicicorum", VTO_9016863, ott4129994
"Doleserpeton", VTO_9016903, ott4948597
"Zatrachydidae", VTO_9016925, ott3621022
"Limnomis delaneyi", VTO_9016927, ott6159866
"Platyoposaurus", VTO_9016937, ott4948534
"Howqualepis", VTO_9016952, ott4949707
"Howqualepsis", VTO_9016952, ott4949707
"Howqualepis rostridens", VTO_9016952, ott4949707
"Guildayichthys carnegiei", VTO_9016959, ott6142421
"Rhinesuchidae", VTO_9016960, ott4948555
"Kalops monophrys", VTO_9016961, ott6142453
"Kentuckia", VTO_9016963, ott6142777
"Kentuckia hlavini", VTO_9016963, ott6142777
"Kalops diophrys", VTO_9016969, ott6142452
"Discoserra pectinodon", VTO_9016975, ott6142387
"Cheirolepis trailli", VTO_9016982, ott4949654
"Luzocephalus", VTO_9016983, ott3620880
"Cheirolepis canadensis", VTO_9016984, ott4949656
"Cheliderpeton", VTO_9016998, ott?
"Cheliderpeton latirostre", VTO_9016998, ott?
"Eryops", VTO_9017007, ott4948428
"eryops", VTO_9017007, ott4948428
"Tersomius", VTO_9017041, ott4948606
"Elsornis", VTO_9017055, ott4140823
"Chanaresuchus bonapartei", VTO_9017076, ott4127231
"Amblypterus latus", VTO_9017164, ott4949632
"Dialipina salgueiroensis", VTO_9017167, ott6159583
"Dialipina markae", VTO_9017169, ott6159582
"Pisanosaurus mertii", VTO_9017200, ott4128177
"Oromycterdolesorum", VTO_9017260, ott4946145
"Capitosauridae", VTO_9017322, ott3620685
"Trichasaurustexensis", VTO_9017337, ott4130219
"Rhytidosteidae", VTO_9017341, ott4948586
"Pholiderpeton (= Eogyrinus) attheyi", VTO_9017436, ott?
"Pelorocephalus", VTO_9017467, ott4133913
"4-Stokesosaurus", VTO_9017490, ott4127041
"Trematosauridae", VTO_9017512, ott4948441
"Mimia", VTO_9017542, ott?
"Mimia toombsi", VTO_9017542, ott?
"Moythomasia", VTO_9017544, ott6142493
"Moythomasia nitida", VTO_9017544, ott6142493
"Mesopoma planti", VTO_9017545, ott6140398
"Melanecta anneae", VTO_9017546, ott6159895
"Osorioichthys", VTO_9017568, ott6140364
"Osorioichthys marginis", VTO_9017568, ott6140364
"Novogonatodus kasantsevae", VTO_9017572, ott4144009
"Paramblypterus decorus", VTO_9017588, ott6142556
"Tarrasius problematicus", VTO_9017592, ott6142779
"Tegeolepis clarki", VTO_9017599, ott6142780
"Micromelerpetontidae", VTO_9016899, ott4948480
"Edops craigi", VTO_9016994, ott4133888
"Branchiosauridae", VTO_9017046, ott4948488
"Xenacanthus", VTO_9017216, ott4949928
"Lithornis", VTO_9017300, ott4132138
"Mastodonsaurus", VTO_9017328, ott3620723
"Exaeretodon", VTO_9017399, ott4947294
"Tritylodontidae", VTO_9017404, ott4946841
  , VTO_9017443, ott4133805
"Pholiderpeton_attheyi", VTO_9017455, ott4948576
"Archeria", VTO_9017456, ott4948498
  , VTO_9017456, ott4948498
"Plagiosauridae", VTO_9017472, ott4948435
"Dvinosaurus", VTO_9017495, ott4133890
"Gorgonopsia", VTO_9018461, ott?
"Captorhinidae", VTO_9019051, ott4948118
"Procolophonidae", VTO_9019861, ott4946157
"Aistopoda", VTO_9020315, ott?
"Sauropleura pectinata/scalaris", VTO_9020355, ott3621323
"Sauropleura", VTO_9020355, ott3621323
"Ptyonius", VTO_9020357, ott4133876
"Cardiocephalus", VTO_9020399, ott209082
"Tuditanus", VTO_9020415, ott4133883
"Seymouria baylorensis/sanjuanensis", VTO_9020581, ott4948517
"Brachystelechida", VTO_9021172, ott3621082
"Brachystelechidae", VTO_9021172, ott3621082
"Adelospondyli", VTO_9021333, ott4133887
"DINOSAUROMORPH_ANC", VTO_9021571, ott?
"MANIRAPTORA", VTO_9022464, ott?
"ORNITHOMIMOSAURIA", VTO_9022471, ott?
"Strepsodus", VTO_9022804, ott4142590
"Lepidosauromorpha", VTO_9022943, ott?
"Barameda", VTO_9022956, ott4142584
  , VTO_9022988, ott4142582
"Conodonta", VTO_9024151, ott?
"Neoselachii", VTO_9029120, ott5682224
"SILESAURIDAE", VTO_9030428, ott?
"Anaspida", VTO_9030507, ott?
"Cimolichthys", VTO_9031435, ott3629371
"Choristodera", VTO_9031593, ott?
"Perleidus", VTO_9033528, ott4949765
"Holoptychius", VTO_9033736, ott6159479
"Adasaurus mongoliensis", VTO_9009238, ott4946060
"Herrerasaurus", VTO_9009249, ott4946937
"Herrerasaurus ischigualastensis", VTO_9009249, ott4946937
"Staurikosaurus", VTO_9009250, ott4127796
"Staurikosaurus pricei", VTO_9009250, ott4127796
"Garudimimus brevipes", VTO_9009252, ott4127019
"Gallimimus bullatus", VTO_9009259, ott4129012
"Struthiomimus altus", VTO_9009262, ott4129025
"Arizonasaurus babbitti", VTO_9009326, ott4142116
"Dibothrosuchus elaphros", VTO_9009415, ott4129992
"Dendrerpeton", VTO_9009456, ott6159135
"Dendrerpeton acadianum", VTO_9009456, ott6159135
"Dendrerpeton_acadianum", VTO_9009456, ott6159135
"Dendrepteon", VTO_9009456, ott6159135
"Ianthodonschultzei", VTO_9009691, ott6372760
"Hapsidoparion", VTO_9009698, ott4133757
"Hapsidopareion lepton", VTO_9009698, ott4133757
"Hapsidopareion_lepton", VTO_9009698, ott4133757
"Hapsidopareion", VTO_9009698, ott4133757
"Jinfengopteryx elegans", VTO_9031687, ott6155708
"Efraasia minor", VTO_9031738, ott4947157
"Iaceornis marshi", VTO_9032004, ott6150788
"Protopteryx", VTO_9032047, ott3601980
"Postosuchus alisonae", VTO_9032270, ott4132213
"Mandageria", VTO_9032336, ott6159514
"Elkobatachus", VTO_9032341, ott6158977
"Elkobatrachus", VTO_9032341, ott6158977
"Marsdenichthys", VTO_9032346, ott4140198
"Gogonasus", VTO_9032353, ott4144880
  , VTO_9032353, ott4144880
"Eusthenodon", VTO_9032360, ott4143922
"Elginerpeton", VTO_9032383, ott6159473
"Cobelodus", VTO_9032438, ott4950093
"Vegavis", VTO_9032578, ott3595987
"Tribosphenomys minutus", VTO_9032591, ott3610315
"Perryella olsoni", VTO_9032787, ott6159357
"Ossinodus_pueri", VTO_9032794, ott6159467
"Ossinodus pueri", VTO_9032794, ott6159467
"Ossinodus", VTO_9032794, ott6159467
"Qianosuchus mixtus", VTO_9032805, ott4141401
"Platycephalichthys", VTO_9032995, ott4140175
"Siderops", VTO_9033012, ott4133917
"Tristichopterus", VTO_9033017, ott6159476
"Xenobrachyops", VTO_9033026, ott6159078
"Keratobrachyops", VTO_9033030, ott6159106
"Undescribed Genus", VTO_9033046, ott6159450
"Thabanchuia oomie", VTO_9033046, ott6159450
"Spodichthys", VTO_9033057, ott6159509
"Climatius reticulatus", VTO_9033077, ott4143065
"Myxinoidea (hagfishes)", VTO_9033135, ott852676
"Brachythoraci", VTO_9033155, ott?
"Phenacodus intermedius", VTO_9033166, ott?
"Sillosuchus longicervix", VTO_9033202, ott4130205
"Archipelepis turbinata", VTO_9033222, ott4143286
"Phlebolepis elegans", VTO_9033231, ott4141366
"Pezopallichthys ritchiei", VTO_9033236, ott4145255
"Styloichthys", VTO_9033408, ott?
"Meemannia", VTO_9033435, ott?
  , VTO_9033737, ott?
"Apsaravis", VTO_9033754, ott3603114
"Apsaravis ukhaana", VTO_9033754, ott3603114
"2-Dilong", VTO_9033840, ott3595537
"Dilong paradoxus", VTO_9033840, ott3595537
"Vulpavus profectus", VTO_9033866, ott4942032
"Sacisaurus agudoensis", VTO_9033867, ott4142716
"Vulpavus ovatus", VTO_9033872, ott4942030
"Pteronisculus", VTO_9033930, ott3644105
"Pteronisculus sp.", VTO_9033930, ott3644105
"Mesacanthus", VTO_9033946, ott?
"Stegotrachelus finlayi", VTO_9033946, ott?
"Ligulalepis", VTO_9033975, ott?
"Lophosteus", VTO_9033976, ott208246
"Graciliraptor lujiatunensis", VTO_9034094, ott4946099
"Zhongjianornis", VTO_9034144, ott6155689
"Jinzhouornis zhangjiyingia", VTO_9034147, ott6150724
"Jianchangornis", VTO_9034151, ott6150801
"Songlingornis", VTO_9034163, ott6150780
"Songlingornis linghensis", VTO_9034163, ott6150780
"Jixiangornis", VTO_9034278, ott6150804
"Jixiangornis orientalis", VTO_9034278, ott6150804
"Shenzhouraptor", VTO_9034348, ott6150799
"Varanopsbrevirostris", VTO_9034427, ott4128075
"Shanweiniao", VTO_9034455, ott3605440
"Canowindra", VTO_9034461, ott6142796
"Cladarosymblema", VTO_9034467, ott6142797
"Tinirau", VTO_9034469, ott6375929
"Cabonnichthys", VTO_9034475, ott6159511
"Ornithosuchus longidens", VTO_9034516, ott4946229
"GENASAURIA", VTO_9034557, ott?
"Hynerpeton", VTO_9046489, ott6159261
  , VTO_9046489, ott6159261
"Sterropterygion", VTO_9046491, ott6159510
  , VTO_9046540, ott3640886
"Phenacogrammus altus", VTO_0037801, ott1009040
"Bryconaethiops boulengeri", VTO_0037807, ott443830
"Brycinus bimaculatus", VTO_0037833, ott1009067
